cart_id,customer_ref,session_identifier,status,device_type,ip_address,created_at,last_updated
525,200,b8c5e56c-c5be-4f1c-83a7-f2744a796638,Converted,Desktop Web,84.125.169.35,2024-06-28T00:59:22Z,2024-06-28T14:59:22Z
526,261,47eb5a98-7731-4019-90af-3722ce4103a6,Active,iOS App,93.67.80.27,2021-04-18T18:36:48Z,2021-04-19T22:36:48Z
527,342,01f94ca1-7014-4907-ad23-3abbebf4f2ad,Converted,Mobile Web,71.243.42.50,2018-04-07T21:41:23Z,2018-04-09T09:41:23Z
528,54,86ab81e4-6c5f-418e-9527-d6bdd045c16f,Active,Mobile Web,182.192.205.229,2022-01-21T21:34:26Z,2022-01-25T21:34:26Z
529,110,6b60ba25-f8d1-4729-bed5-64f8623135b0,Converted,iOS App,206.36.105.170,2020-11-24T12:21:26Z,2020-11-25T01:21:26Z
530,310,2747c92c-47cc-46e5-893d-d661ee54a6a5,Abandoned,Mobile Web,215.194.255.215,2023-09-08T13:01:10Z,2023-09-08T20:01:10Z
531,45,eddd7c26-61ff-4545-9883-9429fb8313b2,Active,Android App,223.22.124.244,2025-10-15T11:37:05Z,2025-10-22T10:37:05Z
532,459,ef51fa99-2608-4c29-92b6-4ced8868593b,Active,iOS App,163.203.92.94,2025-10-23T13:40:31Z,2025-10-25T19:40:31Z
533,55,0f31c961-5878-46da-92c6-f5b7f0d77615,Abandoned,Mobile Web,40.164.42.231,2018-08-05T04:16:59Z,2018-08-05T13:16:59Z
534,43,dbd77cc2-6b14-43b0-a757-e53b273fa342,Abandoned,Desktop Web,7.47.8.232,2022-05-26T09:18:56Z,2022-05-26T12:18:56Z
535,495,1d41d486-e816-4888-8ec4-13297f70e5ac,Abandoned,iOS App,140.20.92.239,2025-06-10T12:38:50Z,2025-06-10T15:38:50Z
536,135,f5cf279a-f9ca-4a6a-afbc-680ec2e9d7ed,Abandoned,Android App,201.230.104.19,2025-02-27T16:25:14Z,2025-02-27T21:25:14Z
537,311,167ccd12-a38a-4bb1-808f-f1d35c9e3a36,Abandoned,iOS App,74.172.207.134,2024-12-05T18:59:10Z,2024-12-06T02:59:10Z
538,282,73751dc0-8cc1-41de-add1-3d41cf67b5fc,Converted,Tablet Web,95.243.151.225,2025-10-13T14:49:43Z,2025-10-14T20:49:43Z
539,136,bd8dd1f8-b26d-4ae2-8519-004f5430eac1,Converted,Tablet Web,41.97.128.194,2025-09-28T19:13:23Z,2025-09-30T04:13:23Z
540,91,c8d8aaf5-d035-48e4-bfc7-02a5fa3a527d,Deleted,iOS App,174.55.40.147,2024-10-22T21:31:51Z,2024-11-10T20:31:51Z
541,446,01d6adac-0b56-4d76-aa0c-c2655325fed1,Deleted,iOS App,49.57.49.221,2024-03-17T07:48:16Z,2024-04-08T04:48:16Z
542,219,bc6edf61-a1a6-4ef5-a3e0-d9c58e709069,Abandoned,Mobile Web,117.89.17.97,2022-03-27T03:54:46Z,2022-03-27T12:54:46Z
543,279,7b92b386-b2f2-4332-ad42-f5411ad3b4e1,Active,iOS App,41.41.88.102,2021-11-03T12:47:24Z,2021-11-09T18:47:24Z
544,389,3d4960a5-8974-4915-8c6a-1f36fad3eb43,Converted,Android App,5.31.38.253,2024-06-21T05:32:31Z,2024-06-22T10:32:31Z
545,314,0ba04512-e5a1-4f01-a0dc-37b4ccc66fd7,Active,Tablet Web,26.69.131.162,2025-09-09T16:07:53Z,2025-09-13T23:07:53Z
546,460,098dcce7-2c63-4a88-b325-5eed4862cfba,Active,Mobile Web,149.228.116.213,2025-10-18T19:56:44Z,2025-10-25T01:56:44Z
547,344,45a8b48d-9096-4872-a77e-5fd44a2bcbcc,Converted,Android App,80.23.102.59,2025-06-06T15:36:57Z,2025-06-07T12:36:57Z
548,476,3967a40b-fff5-4520-ad24-5f4b5b8dd265,Active,Android App,55.21.210.179,2024-12-13T14:12:25Z,2024-12-16T08:12:25Z
549,26,6fbfba24-1eeb-442a-b1e4-cd81714904fb,Converted,Mobile Web,85.197.104.147,2024-12-03T21:56:10Z,2024-12-05T20:56:10Z
550,75,d0324f91-94ba-4292-b328-86cc2c237b0d,Deleted,Mobile Web,158.156.71.188,2021-10-03T03:12:40Z,2021-10-06T23:12:40Z
551,116,92c65de7-47a4-49e0-aabe-32f4850331c4,Converted,Mobile Web,206.158.76.44,2025-10-08T20:55:17Z,2025-10-10T15:55:17Z
552,427,c3b101a7-d24d-4347-99be-f67cf6a53adc,Abandoned,iOS App,213.148.114.33,2021-02-22T16:20:39Z,2021-02-22T22:20:39Z
553,204,3b835692-933f-45fd-8c9b-f2f05c0ef7b8,Converted,iOS App,182.150.209.180,2024-11-11T12:36:43Z,2024-11-13T11:36:43Z
554,217,c91676c5-de37-49f4-a152-d3b982cf8dd1,Abandoned,Tablet Web,185.3.109.231,2020-12-24T15:06:25Z,2020-12-24T21:06:25Z
555,212,f591e180-de18-4b27-bbe7-5815d653ea81,Abandoned,Mobile Web,166.174.244.79,2021-10-24T09:19:58Z,2021-10-24T13:19:58Z
556,280,635bd699-4b3f-4d38-a549-55d5d3779065,Abandoned,iOS App,165.125.79.122,2017-08-16T06:28:07Z,2017-08-16T09:28:07Z
557,94,1f0607f2-37d3-410a-96a1-82642e19a826,Abandoned,Tablet Web,16.142.123.45,2024-10-11T22:09:01Z,2024-10-12T08:09:01Z
558,253,07bcef1b-4724-42e0-a6ab-622d25c57dcd,Converted,Mobile Web,32.232.4.70,2015-08-09T18:03:48Z,2015-08-10T22:03:48Z
559,283,1cf5f86a-138c-43e8-8cde-f2c547084027,Converted,Desktop Web,145.144.102.49,2024-11-14T22:08:08Z,2024-11-15T15:08:08Z
560,153,ac98f197-5a3f-4f7d-8bd9-928d03899b45,Abandoned,Mobile Web,153.22.225.141,2022-05-21T19:46:56Z,2022-05-22T02:46:56Z
561,247,7e052a77-c51b-4f89-aea6-d0c66950fb1f,Abandoned,Tablet Web,178.57.214.74,2025-05-16T06:22:20Z,2025-05-16T06:22:20Z
562,394,02aea219-a7d7-416c-8d7e-d0780a267fe3,Active,Desktop Web,121.161.37.172,2024-08-10T18:54:09Z,2024-08-15T19:54:09Z
563,294,fe784200-95c1-46eb-938c-232e21d11734,Deleted,Mobile Web,95.60.22.180,2025-11-03T21:07:23Z,2025-11-08T15:07:23Z
564,260,dc49fd5f-4963-4930-a2e6-545794a979db,Converted,Mobile Web,146.227.39.18,2025-05-31T21:45:44Z,2025-06-03T00:45:44Z
565,285,c01e4f69-fe3b-4065-b04f-b1dac87f0ba4,Converted,iOS App,89.110.40.99,2024-04-24T03:02:30Z,2024-04-26T15:02:30Z
566,367,d1f8e065-67ad-4970-ad01-411baa58777d,Active,iOS App,222.189.179.22,2025-09-27T15:47:01Z,2025-09-30T16:47:01Z
567,38,b54af732-0a6f-482a-b066-c9116419d6b2,Converted,Mobile Web,144.76.222.39,2023-10-19T04:19:10Z,2023-10-21T15:19:10Z
568,201,fb413a5b-ccaa-4ca8-8a27-89cc79d9c5ba,Converted,iOS App,208.207.4.42,2025-12-05T07:06:26Z,2025-12-06T23:06:26Z
569,246,210eda6f-7fd8-49aa-ad97-649c6e82c3f3,Converted,iOS App,83.139.190.219,2023-05-22T16:12:55Z,2023-05-23T07:12:55Z
570,498,d0f1d837-6edd-4619-b426-9b13b9891981,Abandoned,Mobile Web,202.188.110.253,2023-08-20T15:03:45Z,2023-08-21T01:03:45Z
571,316,5f6c96b9-2099-4781-9580-e499aea25a21,Active,iOS App,114.8.184.164,2019-12-12T04:53:25Z,2019-12-15T10:53:25Z
572,229,dc98ced8-689f-4c50-8015-e226c2f1b470,Converted,Tablet Web,92.206.224.48,2023-08-28T08:51:31Z,2023-08-28T09:51:31Z
573,303,c8c335ca-00d8-4534-8a8a-1448257e5d92,Abandoned,Android App,77.112.210.199,2022-07-24T23:08:34Z,2022-07-25T03:08:34Z
574,348,96994b4b-b54a-41ed-8dfc-18ff5069df41,Abandoned,iOS App,151.6.242.191,2025-02-08T09:02:31Z,2025-02-08T17:02:31Z
575,326,fc2115d2-d35b-4999-a642-f7600d195230,Abandoned,Android App,187.138.50.110,2022-07-31T23:43:01Z,2022-08-01T06:43:01Z
576,73,9ad03502-b084-4951-9893-e78909de807e,Abandoned,iOS App,193.73.154.143,2025-10-18T02:34:37Z,2025-10-18T08:34:37Z
577,464,b5283ef7-6f42-4af7-bb96-f4ed98651440,Converted,Mobile Web,178.45.215.37,2024-05-11T09:11:16Z,2024-05-13T13:11:16Z
578,484,1a8ded8a-a77b-4c81-b0f2-cc7b64be562f,Abandoned,iOS App,211.27.105.182,2023-12-24T09:34:38Z,2023-12-24T21:34:38Z
579,273,09f45fe0-1abb-4406-83c5-cd2ee413c600,Abandoned,Mobile Web,46.31.12.43,2018-06-17T08:26:36Z,2018-06-17T19:26:36Z
580,69,2d0fa5f0-f96a-444a-a8b4-3aded840c870,Abandoned,Desktop Web,6.46.142.81,2025-10-15T19:19:25Z,2025-10-15T20:19:25Z
581,468,d057f9a5-8deb-42e0-97c8-1a8f3bcfe144,Active,Tablet Web,78.157.0.253,2021-08-13T02:21:31Z,2021-08-13T08:21:31Z
582,370,757a19f4-45aa-4fe0-8e69-3df662616b13,Active,Desktop Web,35.155.234.42,2020-07-21T10:49:35Z,2020-07-23T00:49:35Z
583,183,b7e8d053-43e4-40b2-8287-f7e7c9e681e1,Active,iOS App,153.213.10.82,2024-11-04T08:07:35Z,2024-11-10T01:07:35Z
584,39,d619926d-d5ad-4fe9-873a-c8a2576ca5da,Converted,Tablet Web,8.204.238.146,2019-01-13T14:40:09Z,2019-01-14T13:40:09Z
585,413,9b3c6deb-3297-4c95-8452-a3c4f4f71543,Active,Desktop Web,86.172.174.98,2019-10-05T11:53:46Z,2019-10-07T07:53:46Z
586,90,cdb4c755-31d7-4f71-b032-355e89898dd0,Active,Android App,139.58.229.207,2024-09-30T06:26:44Z,2024-10-06T15:26:44Z
587,277,a20cca5f-8acc-4b19-bbe7-d3e956537afb,Deleted,Tablet Web,213.47.2.130,2023-09-19T21:46:32Z,2023-10-02T19:46:32Z
588,275,1cd7bb5c-3e22-45e8-ad28-6074f48b3807,Abandoned,iOS App,92.44.190.134,2025-08-29T03:11:12Z,2025-08-29T11:11:12Z
589,313,9d011209-0e91-48c1-8b1a-46a9487da790,Active,Mobile Web,219.35.94.197,2024-09-02T17:33:05Z,2024-09-03T07:33:05Z
590,463,44fc5272-23e7-4381-a3ef-af4af52f1840,Deleted,Mobile Web,85.62.37.71,2019-12-17T01:21:20Z,2020-01-05T09:21:20Z
591,308,786e3f78-a87c-4be6-b5fa-15aea0908bbd,Abandoned,iOS App,91.226.97.223,2018-11-18T07:56:58Z,2018-11-18T10:56:58Z
592,106,549f9ec2-fb03-4ed7-b058-d57b71dc8d8d,Active,Tablet Web,97.70.238.68,2024-05-19T23:49:54Z,2024-05-21T08:49:54Z
593,311,167ccd12-a38a-4bb1-808f-f1d35c9e3a36,Abandoned,iOS App,31.22.88.50,2024-12-05T18:58:32Z,2024-12-06T05:58:32Z
594,226,501fa0bf-b973-4180-8986-9add04b2ae80,Active,Android App,116.31.235.7,2022-07-22T22:05:08Z,2022-07-29T17:05:08Z
595,348,65809976-5b25-42ae-9f2e-b915b2ecee6c,Abandoned,Tablet Web,15.175.68.152,2025-02-27T14:21:41Z,2025-02-28T01:21:41Z
596,296,f9284371-2752-49bc-a2f5-6cb680b8a88f,Abandoned,Desktop Web,100.117.73.128,2025-04-22T02:11:35Z,2025-04-22T13:11:35Z
597,238,5c854d4a-d142-4344-b45c-e0bf86c45b82,Converted,iOS App,66.96.63.28,2022-06-04T10:06:25Z,2022-06-05T23:06:25Z
598,380,c7892b69-0c6a-4b5e-acab-b93ad3ca5052,Abandoned,iOS App,216.198.2.168,2019-06-13T03:33:01Z,2019-06-13T06:33:01Z
599,240,1236b5ab-dda2-4481-a08a-be0e277f1fb4,Abandoned,Android App,84.252.9.73,2023-01-03T18:11:41Z,2023-01-03T19:11:41Z
600,309,10657f95-5dce-418a-b862-148e6bfcfdfc,Active,iOS App,66.64.116.19,2024-10-31T10:05:25Z,2024-11-03T03:05:25Z
