inventory_id,product_id,supplier_id,stock_quantity,minimum_stock_level,last_restocked_date,storage_cost,reserved_quantity
10901,PROD_1972,SUPP_10530,88,22,2025-09-01 08:26:20.792000,0.8,
,PROD_9999,,Many,,,,
10824,PROD_1684,SUPP_10102%,143,  44  ,2025-09-26 08:43:02.855000,3.97,
10989,PROD_1717,  SUPP_10181  ,409,95,2025-09-27 05:58:16.541000,0.46,
10776,PROD_1412,SUPP_10066,13,79,2025-09-12 17:36:37.251000,2.12,
10202,PROD_1599,SUPP_10851,46,25,2025-10-02 02:34:20.279000,2.79,
10438,PROD_2124,SUPP_10188,1,8,2025-08-30 03:32:31.774000,0.8,
11152,PROD_1238,SUPP_10904,14,159,2025-10-08 09:33:17.342000,2.1,
11419,PROD_1019,SUPP_10307,6,108,2025-10-05 06:02:28.012000,4.44,
11012,PROD_2319,SUPP_10911,202,30,2025-10-01 21:00:35.858000,1.79,
11193,PROD_2283,SUPP_10402,21,20,2025-07-17 14:20:56.294000,2.07,
10144,PROD_2452,SUPP_10953,0,0,2024-12-20 04:16:08.972000,  1.52  ,
10158,  PROD_2221  ,SUPP_10334,518,12,2025-07-24 22:06:09.224000,0.38,
10027,PROD_1596,SUPP_10240,264,39,2025-10-08 08:30:07.107000,1.23,
  10289  ,PROD_2293,SUPP_10550,61,6,2025-08-04 15:26:27.521000,1.03,
11319,PROD_1344,SUPP_10723,7,26,2025-09-27 15:51:22.766000,1.01,
11096,PROD_1952,SUPP_10194,61,22,2025-08-09 23:15:01.959000,2.8,
,PROD_1622,,99999,-1,,,
10007,PROD_1220,SUPP_10891,43,185,2025-10-05 16:59:36.775000,4.6,
11234,PROD_1458,SUPP_10138,53,41,2025-09-23 01:57:20.875000,4.81,
11183,PROD_1903,SUPP_10978,413,10,2025-09-30 06:46:35.892000,  0.24  ,
,,,,,,,
10065,PROD_1128,SUPP_10600,9,158,2025-10-11 19:25:36.631000,0,
10870,PROD_1929,SUPP_10304,Many,,2025-07-28 00:46:21.540000,0.2,
11275,,,97,84,,,
10803,PROD_1299,SUPP_10756,148,175,2025-10-05 22:23:08.167000,2.24,
  10389  ,  PROD_2276  ,SUPP_10266,11,20,2025-08-06 12:46:37.301000,0.3,
11163,prod_1965,SUPP_10832,310,8,2025-07-24 06:27:01.207000,2.99,
10062,PROD_2071,SUPP_10226,  945  ,21,  2025-09-01 02:17:50.088862  ,1.58,
10556,PROD_1932,SUPP_10392,198,23,2025-09-17 16:31:56.343000,4.94,
11277,PROD_2484,SUPP_10955,  0  ,0,2024-08-05 05:43:22.068000,0.12,
10218,PROD_1432,SUPP_10985,86,91,2025-10-03 08:45:04.208000,1.39,
11145,PROD_1172,SUPP_10393,111,166,2025-10-11 06:26:10.695000,3.74,
10612,PROD_2467,SUPP_10630,0,0,2025-05-23 14:26:07.692000,0.91,
10384,PROD_1989,SUPP_10174,215,19,2025-08-07 13:09:01.146000,4.15,
10771,PROD_1799,SUPP_10209,35,46,2025-09-27 14:39:31.497000,1.08,
10699,PROD_2496,SUPP_10994,0,0,2024-07-18 16:29:12.169000,1.15,
10451,PROD_1310,SUPP_10132*,345,46,2025-10-02 12:36:39.303000,0.74,
10114,PROD_1977,SUPP_10828,167,6,2025-09-23 15:40:22.836000,2.84,
10496,PROD_1396,SUPP_10491,451,35,2025-09-25 17:15:30.694000,2.09,
10259,PROD_2370,SUPP_10447,0,  0  ,2024-06-03 09:07:22.597000,3.71,
11365,PROD_1576,SUPP_999,15,  65  ,10/11/2025,Free,
  11042  ,PROD_1527,SUPP_10840,64,69,2025-09-30 08:30:03.307000,1.29,
11084,PROD_2143,SUPP_10763,0,11,2025-07-19 21:00:39.786000,3.77,
10093,PROD_2039,SUPP_10538,27,25,2025-09-26 17:51:05.864000,0.46,
10449,PROD_2107,SUPP_10390,151,8,2025-10-02 12:34:16.466000,1.71,
10188,PROD_2195,SUPP_10810,519,29,2025-09-07 20:56:49.685000,4.27,
10875,PROD_1506,,73,30,,,
11404,PROD_2215,SUPP_10490,83,11,2025-07-21 11:43:47.434000,2.1,
10722,PROD_1156,SUPP_10096,47,137,2025-10-06 21:29:24.653000,1,
10569,PROD_1948,SUPP_10495,120,9,2025-07-30 03:12:21.668000,4.9,
10540,PROD_9999,,,,2025-10-31 14:21:33.198000,-4.92,
10897,PROD_1942,SUPP_10301,62,6,2025-09-17 11:48:38.310000,1.26,
11223,PROD_2395,SUPP_10348,0,  0  ,2025-02-09 16:23:46.802000,1.9,
11402,PROD_1642,SUPP_10787,278,31,2025-10-01 19:38:16.818000,0.28,
10419,PROD_1656,SUPP_10849,144,71,2025-10-05 13:36:05.513000,2.99,
10316,PROD_1761,SUPP_10744,54,93,2025-09-17 23:57:02.260000,0.35,
10668,PROD_1902,SUPP_10644,639,13,2025-09-04 19:29:00.812000,3.81,
10251,PROD_1556,SUPP_10568,14,39,2025-09-27 21:51:27.695000,2.42,
11256,PROD_2050,SUPP_10244,28,25,2025-07-22 14:49:20.595000,0.53,
10509,PROD_1504,SUPP_10916,78,28,2025-09-17 00:55:57.670000,2.47,
10981,PROD_1068,SUPP_10520,46,71,2025-10-09 08:31:00.568000,4.11,
10425,,,64,77,,,
10352,PROD_1786,SUPP_10486,134,68,2025-09-26 23:52:41.926000,0.53,
11437,PROD_2334,SUPP_10145,152,24,2025-09-26 02:49:13.133000,1.01,
10638,PROD_1045,SUPP_10627,22,64,2025-10-06 10:35:25.164000,  2.27  ,
10242*,PROD_1915,SUPP_10953,  494  ,  29  ,2025-10-07 01:43:20.102000,4.12,
10575,PROD_1904#,,169,30,,,
10583,PROD_2066,SUPP_10155,195,9,2025-09-28 13:47:44.976000,1.46,
10413,PROD_1352,SUPP_10487,78,95,2025-09-19 05:06:07.034000,2.84,
10253,PROD_2306,SUPP_10178,123,29,2025-07-29 22:27:28.299000,3.71,
10095,PROD_2288,SUPP_10964,376,24,2025-08-22 13:56:49.285000,1.75,
10404,PROD_1970,SUPP_10693,11,  18  ,2025-10-06 02:31:15.844000,0.66,
11282,PROD_1508,SUPP_10260,0,  26  ,2025-10-08 20:02:44.045000,1.99,
10535,  PROD_1305  ,SUPP_10411,29,47,2025-09-18 09:29:07.691000,3.54,
11313,PROD_1615,SUPP_10752,99,40,2025-10-03 12:34:16.137000,3.23,
11022,PROD_1657,SUPP_10717,40,66,2025-09-23 18:49:48.925000,1.87,
10819,PROD_1674,SUPP_10646,88,95,2025-09-27 11:49:10.230000,2.65,
10778,PROD_1737,SUPP_10743,90,72,2025-10-11 03:23:41.772000,0.95,
10116,PROD_1265,SUPP_10182,  186  ,50,2025-10-09 10:36:01.872000,3.81,
11309@,PROD_1536,SUPP_10434,24,43,2025-10-06 05:49:02.465000,0.67,
10611,PROD_1152,  SUPP_10237  ,138,198,  2025-10-05 03:10:12.448285  ,2.59,
11230,PROD_1910,SUPP_10220,,,2025-08-12 08:46:25.668000,3.02,
11009,PROD_1610,SUPP_10315,0,24,2025-09-12 23:01:39.002000,2.9,
11493,PROD_2108,SUPP_10844,356,20,2025-08-10 09:47:09.459000,1.84,
11292,PROD_1304,SUPP_10380,3,39,2025-09-16 13:47:33.400000,1.55,
10801,PROD_2182,SUPP_10769,563,22,2025-07-29 04:05:00.837000,2.96,
10854,PROD_2232,SUPP_10451,427,8,2025-07-31 12:28:28.742000,0.28,
11414,PROD_2326,SUPP_10998,563,26,2025-10-08 17:46:28.787000,3.76,
11254,PROD_2413,SUPP_10347,0,0,2024-11-02 09:09:30.293000,4.39,
10593,PROD_1085,SUPP_10243,16,187,2025-10-07 14:21:30.597000,2.88,
10460,PROD_1472,SUPP_10257,267,37,2025-09-14 10:53:22.521000,1.73,
10282,PROD_1051#,SUPP_10040,129,54,2025-10-06 15:25:58.579000,1.8,
10056,PROD_1481,SUPP_10880,13,53,2025-09-19 22:14:15.668000,2.73,
10008,PROD_2000,SUPP_10835,5,22,  2025-09-17 16:02:34.373331  ,0.91,
10652,PROD_2201,SUPP_10750,7,21,2025-07-24 02:51:46.520000,1.98,
10516,PROD_1032,SUPP_10112,84,53,2025-10-10 11:40:36.863000,3.98,
10426,PROD_1025,SUPP_10688,193,187,2025-10-10 15:00:12.694000,0.5,
11132,PROD_1524,SUPP_10014,48,99,2025-10-02 04:14:22.420000,0.35,
10313,PROD_2055,SUPP_10880,159,22,2025-08-05 10:59:00.214000,4.12,
10035,PROD_2021,SUPP_999,141,22,2025-10-11 23:47:20,Included,
  10751  ,PROD_1935,,,,,,
11121,PROD_1505,SUPP_10461,32,68,2025-09-26 12:57:48.788000,1.27,
10118,PROD_1633,SUPP_10239,61,61,2025-10-06 21:56:54.800964,1.26,
10738,PROD_2184,SUPP_10396,111,25,2025-09-26 06:29:38.263000,2.33,
11359,PROD_2451,SUPP_10346,0,0,2025-06-07 19:18:00.219000,4.66,
  11148  ,PROD_1546,SUPP_10422,24,97,2025-09-15 15:05:19.862000,3.03,
,,,,,,,
10706,PROD_2169,SUPP_10612,110,22,2025-07-18 08:00:35.799000,3.74,
10502,PROD_2263,SUPP_10500,899,29,2025-07-30 17:03:00.766000,3.92,
10755,PROD_2336,  SUPP_10982  ,469,16,2025-09-02 14:20:50.924000,3.74,
10433,PROD_1176,SUPP_10801,14,66,2025-10-07 01:24:52.295000,0.6,
10867,PROD_1838,SUPP_10677,259,68,2025-09-17 11:25:37.301000,3.68,
11497,PROD_2448,SUPP_10989,6,0,2024-04-29 03:41:27.032000,4.37,
11336,PROD_1807,SUPP_10010,  95  ,30,2025-09-26 16:52:49.440000,3.88,
11252,PROD_1890,SUPP_10166,51,71,2025-09-29 10:36:48.456000,0.26,
10676,PROD_2020,SUPP_10009,315,25,2025-08-29 00:41:30.667000,1.05,
10974,PROD_1167,SUPP_10621%,26,58,2025-10-08 07:45:56.895000,1.99,
10672,PROD_1927,SUPP_10493,0,7,2025-09-10 06:08:41.205000,1.78,
11071,PROD_2422,SUPP_10075,8,0,2024-05-08 20:14:06.968000,3.5,
10857,PROD_1338,SUPP_10239,201,57,2025-10-09 13:37:47.876000,2.36,
10879,PROD_1664,SUPP_10133,309,66,2025-09-17 14:34:19.130000,3.19,
11174,PROD_1087,SUPP_10780,92,125,2025-10-05 19:33:48.731000,3.96,
11364&,PROD_1373,SUPP_10232,57,  47  ,2025-10-09 05:05:54.785000,0.77,
10396,PROD_1667,SUPP_10363,142,79,2025-09-14 08:03:22.256000,0.98,
10301,PROD_2135,SUPP_10849,106,30,2025-08-22 07:38:13.955000,  0.28  ,
  10966  ,PROD_1812,SUPP_10786,199,23,2025-09-29 20:23:19.277000,2.18,
10280,INVALID,SUPP_999,-52,High,10/11/2025,Free,
10141,  PROD_1507  ,  SUPP_10816  ,44,23,2025-09-20 15:15:27.874000,3.71,
10707,PROD_1302*,SUPP_10897,58,97,2025-09-15 16:48:38.403000,4.8,
11326,PROD_1787,SUPP_10307,343,51,  2025-09-16 02:03:08.189888  ,2.08,
11168,PROD_1274,SUPP_10400,149,140,2025-10-11 03:35:58.374000,4.25,
11323,PROD_1473,SUPP_10343,14,84,2025-09-24 04:02:44.515000,2.06,
11046,PROD_1266,SUPP_10061,11,90,2025-10-09 22:51:53.458000,3.37,
10851,PROD_1233,SUPP_10247,976,197,2025-10-06 13:04:46.644000,4.02,
11422,  PROD_1852  ,SUPP_10352,61,24,2025-10-08 16:00:12.421000,4.63,
10988,PROD_1864,SUPP_10994,  79  ,37,2025-09-20 18:25:08.537000,2.49,
10136,PROD_2325,SUPP_10558,228,27,2025-07-24 15:40:39.348000,1.13,
10504,PROD_1699,SUPP_10723,4,95,2025-09-30 13:47:50.665000,  3.18  ,
10495,PROD_1659,,309,30,2025-10-29 17:39:22.911000,-4.62,
10544,PROD_2172,,1000000,-43,,,
10388,PROD_1755,SUPP_10924,490,75,2025-09-19 01:23:51.087000,4.47,
11067,PROD_2444,SUPP_10789,0,0,2025-04-26 14:24:13.604000,0.9,
10197,PROD_1010,SUPP_10462,94,72,2025-10-09 02:01:41.943000,0.73,
11361,PROD_1313,SUPP_10367,191,46,2025-09-23 10:54:54.551000,2.43,
  10010  ,PROD_2111,SUPP_10135,197,30,2025-09-21 13:38:59.418000,2.09,
10306,PROD_2180,SUPP_10481,348,16,2025-09-11 11:24:27.866000,2.02,
10021,PROD_1078,SUPP_10111,139,180,2025-10-07 15:56:03.344000,0.67,
11056,PROD_1250,SUPP_10149,14,172,2025-10-08 05:31:01.902000,3.65,
10107,PROD_1519*,SUPP_10248,  88  ,72,2025-09-26 02:26:35.319000,1.72,
10051,PROD_1209,SUPP_10778,  39  ,  133  ,2025-10-05 21:48:35.185000,4,
11213,  PROD_2433  ,SUPP_10650,  0  ,0,  2024-01-02 08:15:07.906297  ,2.33,
10238,PROD_2387,SUPP_10100,0,0,  2024-08-10 01:31:52.637571  ,3.85,
11128,PROD_1869,SUPP_10453,214,56,2025-10-10 16:16:28.036000,3.83,
,PROD_1453,,  -9999  ,-34,,,
10968,PROD_1841,SUPP_10627,3,32,2025-10-09 15:34:10.919000,0.55,
11149,PROD_2235,SUPP_10738,  924  ,27,  2025-08-19 01:09:00.672982  ,2.58,
10235,  PROD_2353  ,SUPP_10652,1,0,2024-05-27 03:44:52.218000,1.16,
  11028  !,PROD_1810,SUPP_10402,97,28,2025-09-16 20:33:05.658000,2.21,
10661,PROD_1355,SUPP_10765,68,79,2025-09-20 01:48:16.591000,0.24,
10890,PROD_1606,SUPP_10408,40,85,2025-09-15 15:06:47.572000,1.43,
10967,PROD_1276,SUPP_10406,435,158,2025-10-05 13:00:23.129000,0.89,
  11190  ,,SUPP_999,43,186,10/11/2025,Included,
10038,PROD_2206,SUPP_10291,173,13,2025-07-19 10:44:44.154000,4.71,
11374,PROD_2364,SUPP_10898,0,0,2025-07-25 14:06:23.913000,2.92,
10704,PROD_2030,SUPP_10684,952,6,2025-07-25 01:51:07.570000,3.8,
10651,PROD_1358,SUPP_10309,32,39,2025-09-28 13:18:04.465000,1.5,
10343,PROD_1140,SUPP_10064,166,170,2025-10-08 11:22:49.541000,3.58,
10406,PROD_1270,SUPP_10157,86,156,2025-10-06 06:03:32.706000,3.87,
10861,PROD_1241,SUPP_10573,199,182,2025-10-10 14:42:59.468000,0.98,
10146,PROD_2287,SUPP_10116,190,29,2025-08-22 09:22:52.923000,3.62,
10349,PROD_1297,SUPP_10749,86,152,2025-10-10 18:28:28.285000,3.13,
10788,PROD_1447,SUPP_10730,15,97,2025-09-16 02:01:00.745000,2.86,
10976,PROD_2150,SUPP_10054,748,20,2025-09-20 13:48:47.983000,  3.05  ,
11014,PROD_1909,SUPP_10582,907,27,2025-09-07 00:40:21.905000,  0.56  ,
10839,PROD_2204,SUPP_10743,323,25,2025-08-21 06:52:45.550000,1.65,
10506,PROD_2115,SUPP_10329,124,18,2025-10-08 17:41:34.999000,1.01,
10063,PROD_1275,SUPP_10281,48,185,2025-10-08 00:01:35.004000,1.54,
11453,PROD_1587,SUPP_10936,92,33,  2025-09-14 12:30:16.153153  ,2.36,
10137,PROD_1939,  SUPP_10808  %,660,17,2025-08-23 12:56:00.479000,2.72,
10109,PROD_1628,SUPP_10897,22,62,2025-09-17 23:21:42.889000,1.49,
10917,PROD_1187,SUPP_10831,340,60,2025-10-06 07:03:35.059000,0.31,
11214,PROD_1836,SUPP_10899,313,69,2025-09-20 18:54:15.194000,3.8,
11123,PROD_2262,SUPP_10699,  236  ,27,2025-09-11 10:51:48.836000,2.36,
10156,PROD_1867,SUPP_10115,84,21,2025-09-27 13:05:54.905000,4.94,
10291,PROD_1402,SUPP_10735,32,30,2025-10-11 10:10:14.183000,2.67,
10365,PROD_2062,SUPP_10364,154,19,2025-10-08 03:40:15.593000,0.63,
11355,PROD_1102&,SUPP_10745,135,119,2025-10-05 03:18:20.309000,1.92,
10653,PROD_1751,,-9999,-18,,,
10773,PROD_1548,SUPP_10814,8,23,2025-10-11 21:23:47.766000,3.13,
10515,PROD_2099,  SUPP_10184  ,123,17,2025-07-28 22:20:33.059000,3.47,
10745,PROD_1248,SUPP_10901,41,142,2025-10-10 09:32:33.401000,4.66,
10129@,PROD_1694,SUPP_10016,  174  ,70,2025-09-20 21:07:10.833000,4.65,
10921,PROD_1215,SUPP_10060,11,  90  ,2025-10-05 09:14:11.991000,1.1,
11236,PROD_2137,SUPP_10727,166,18,2025-09-18 17:31:19.213000,0.16,
10715,PROD_2380,SUPP_10834,0,0,2023-06-30 04:15:32.473000,0.001,
10520,,SUPP_10796,-17,  High  ,2025-10-03 00:50:57.559000,0,
10030,PROD_1683,SUPP_10345,,,2025-10-11 20:19:47.132000,1.46,
11416,PROD_2086,SUPP_10789%,424,14,  2025-09-04 15:54:39.470730  ,1.29,
10720,PROD_9999,,,,2025-11-07 11:14:28.307000,-2.36,
11413,PROD_2425,SUPP_10376,7,0,2024-01-28 17:51:23.058000,0.34,
10466,PROD_2084,SUPP_10575#,174,11,2025-09-13 16:06:17.152000,0.86,
11489,PROD_1223,SUPP_10860,95,99,2025-10-10 06:10:50.485000,1.55,
  10786  ,PROD_1024,SUPP_10700,48,168,2025-10-07 11:54:57.044000,1.45,
11116,PROD_2292,  SUPP_10814  ,846,  19  ,2025-09-24 19:02:13.583000,2.39,
10230,PROD_1924,SUPP_10228,125,17,2025-09-03 15:52:41.634000,1.88,
  11405  ,  PROD_2367  ,SUPP_10162,0,0,2025-04-17 17:47:52.518000,2.27,
11001,PROD_1054,SUPP_10145,29,95,2025-10-09 14:04:08.964000,0.92,
10207,PROD_1895,SUPP_10152,0,40,2025-10-10 11:06:35.963000,2.58,
10447,PROD_2335,SUPP_10739,138,29,2025-07-19 01:01:49.767000,4.72,
10758,PROD_1848,SUPP_10445,6,28,2025-10-11 11:57:55.964000,4.77,
11435,PROD_2004,SUPP_999,175,6,2025-10-11 23:47:34,  N/A  ,
10467,PROD_1196,SUPP_10418,18,115,2025-10-05 23:08:50.468000,3.88,
10678,prod_1763,SUPP_10689,33,43,2025-10-07 20:05:46.228000,1.05,
10492,PROD_1258,SUPP_10371,28,106,2025-10-11 16:50:38.194000,1.96,
10489,PROD_1404,SUPP_10590,368,97,2025-09-13 07:59:38.472534,2.74,
10061,PROD_1533!,SUPP_10817,439,65,2025-09-28 19:40:30.593000,3.97,
10434,PROD_2205,SUPP_10901,548,5,2025-08-12 16:19:52.464000,2.32,
10025,PROD_1011,,107,182,,,
11271,PROD_1598,SUPP_10208,74,70,  2025-09-22 13:24:30.884858  ,2.07,
10641,  PROD_1142  ,  SUPP_10119  ,22,55,2025-10-08 05:57:07.052000,3.86,
10828,PROD_2069,SUPP_10474,927,  15  ,2025-10-05 00:18:26.866000,3.75,
10907,PROD_1757,SUPP_10697,21,50,2025-09-28 10:46:29.351000,1.91,
10996,PROD_2314,SUPP_10207,188,29,2025-10-02 17:43:15.249000,0.45,
11158,PROD_1094,SUPP_10314,357,136,  2025-10-11 11:11:28.602948  ,3.97,
10073,PROD_2356,SUPP_10310,0,0,2023-11-09 11:00:18.781000,2.59,
11164,  PROD_2460  ,SUPP_10052,  0  ,  0  ,  2024-06-05 08:36:04.146384  ,3.28,
10054,PROD_1103,SUPP_10932,124,140,2025-10-09 16:01:23.665605,1.17,
10139,PROD_1833,SUPP_10400,96,23,2025-10-01 19:19:49.732000,  2.47  ,
10685,PROD_1080,SUPP_10851,0,161,2025-10-10 01:39:12.878122,4.98,
10119,PROD_2436,,Few,,,,
10748,PROD_2228,  SUPP_10010  ,197,20,2025-07-23 07:29:55.602000,1.96,
10852,PROD_1414,SUPP_10191,470,54,2025-10-09 21:54:55.497000,2.97,
10083,PROD_2138,SUPP_10433,124,18,2025-08-29 09:11:54.829000,3.23,
10265,PROD_1144,SUPP_10061,6,192,2025-10-11 18:23:42.848000,3.96,
10991,PROD_1161,SUPP_10647,25,93,2025-10-06 07:08:25.236000,1.14,
11368,PROD_1516,SUPP_10933,31,59,2025-10-11 21:28:28.620000,1.04,
10936,PROD_1466,SUPP_10434,  91  ,36,2025-10-03 04:35:34.537000,1.14,
11111,PROD_1074,SUPP_10545,46,109,2025-10-08 15:44:46.189000,4.18,
  11180  ,PROD_1969,SUPP_10439,53,15,  2025-08-26 15:33:17.415486  ,2.12,
10802,PROD_1188,SUPP_10252,112,106,2025-10-09 23:28:18.032000,1.47,
10304,PROD_1702,SUPP_10587,42,89,2025-10-06 00:38:55.843000,2.27,
11353,PROD_2456,SUPP_10676,0,0,2024-04-19 22:23:26.437000,4.6,
  10602  ,PROD_1300,SUPP_10700,77,49,2025-09-13 19:43:37.747000,0.4,
10123,PROD_1686,  SUPP_10423  ,214,90,2025-09-25 10:30:28.433000,4.68,
11330,PROD_1208,SUPP_999,1,102,20251011,Included,
10581,PROD_1790,SUPP_10376,71,73,2025-09-14 05:42:00.615000,4.09,
11092,  PROD_1218  ,SUPP_10593,  164  ,155,2025-10-10 17:55:19.542000,2.17,
10354,PROD_1712,SUPP_10504,97,  75  ,  2025-09-16 20:49:25.302913  ,4.35,
10140,PROD_1191,SUPP_999,39,178,2025-10-11 23:44:16,,
10092,PROD_1646,SUPP_10871,43,  45  ,2025-10-10 11:51:02.665000,3.98,
,,,,,, ,
11318,PROD_1195,SUPP_10046,36,166,2025-10-09 00:43:54.825000,4.21,
10348,PROD_1064,SUPP_10414,20,189,2025-10-07 12:43:34.380000,4.88,
11051,PROD_1857,SUPP_10681,84,77,2025-10-05 00:05:08.502000,4.62,
11340,  PROD_1919  ,SUPP_10956,992,18,2025-09-14 03:41:46.772000,2.43,
10770,PROD_2405,SUPP_999,0,100,10/11/2025,,
10366,PROD_1860,SUPP_10156,10,86,2025-10-10 05:41:30.536000,3.86,
10705,PROD_1443,SUPP_10854,216,71,2025-10-05 03:07:19.127000,0.71,
10747,PROD_1995,SUPP_10286,  57  ,25,2025-09-27 11:39:54.077000,1.27,
10378,PROD_1719,SUPP_10450,14,34,2025-10-09 09:20:51.449000,1.65,
10777,PROD_1359,SUPP_10240,15,75,2025-10-08 22:35:05.930000,2.84,
  11339  ,PROD_2213,SUPP_10316,511,  5  ,2025-09-25 21:58:17.088000,  0.89  ,
10712,prod_2019,SUPP_10663,153,20,2025-08-09 13:46:50.939000,4.3,
11220,PROD_2321,  SUPP_10953  ,54,23,2025-09-07 16:03:48.667000,0.97,
10697,PROD_1164,SUPP_10734,29,127,2025-10-10 06:58:21.512000,1.71,
11178,PROD_2463,SUPP_10561,0,0,2024-04-13 03:22:54.418000,0.78,
10297,PROD_1058,SUPP_10476,0,139,2025-10-11 04:38:06.025000,2.85,
10630,PROD_1208,SUPP_999,,,10/11/2025,Included,
11235,PROD_2441,SUPP_10604,10,0,2024-06-25 04:03:17.577000,0,
10342,PROD_2457,SUPP_10721,2,0,2024-10-10 20:16:05.337000,4.91,
,    ,,-19,High,,,
11016,PROD_1592,SUPP_10629,89,49,2025-10-11 12:10:49.028000,0.76,
11299,  PROD_1980  ,SUPP_10045,176,21,2025-09-11 09:35:31.110000,3.94,
10827,PROD_2031,SUPP_10445@,860,28,2025-10-02 03:56:42.693000,2.98,
11008,PROD_1030,SUPP_10223,53,130,  2025-10-08 10:23:06.297106  ,1.35,
11375,PROD_2389,,47,0,,,
10840,PROD_9999,SUPP_999,,,11-10-2025,,
11212,PROD_1809,supp_10640,480,70,2025-10-10 17:46:00.861000,  3.66  ,
10743,PROD_1149,SUPP_10021,14,101,2025-10-05 17:47:30.319000,3.74,
10181,PROD_1222,SUPP_10026,125,151,2025-10-06 14:49:47.571000,2.41,
  10729  ,PROD_2428,SUPP_10921,0,0,2024-09-28 13:12:49.701000,1.64,
10239,prod_1018,SUPP_10384,4,199,2025-10-07 09:48:40.543000,1.34,
10376,PROD_1109,SUPP_10986,12,66,2025-10-08 08:02:00.865000,4.51,
11363,PROD_1445,SUPP_10725,19,63,2025-10-05 18:23:45.482000,1.95,
10230,PROD_1924,SUPP_10228,125,17,2025-09-03 15:52:41.634000,1.88,
10904,PROD_1671,SUPP_10663,59,85,2025-09-30 18:53:17.935000,2.81,
10734,PROD_1947,SUPP_10205,183,12,2025-07-21 02:05:46.713000,0.29,
11260,PROD_9999,SUPP_999,,,10/11/2025,Included,
11398,PROD_2323,SUPP_10024,137,8,2025-07-21 02:51:28.025000,2.06,
11348,PROD_2155,SUPP_10605,0,7,2025-08-20 20:54:09.258000,0.29,
,,,,,,,
11316,PROD_1983,SUPP_10843,21,14,2025-08-05 14:33:15.029000,0.17,
11057,PROD_1089,SUPP_10707,0,133,2025-10-10 20:07:11.949000,1.58,
10919,PROD_2214,SUPP_10147,107,19,2025-09-22 16:59:20.234000,3.62,
10594,PROD_1388,SUPP_10299,98,29,2025-10-09 12:22:14.883000,0.47,
11052,PROD_1360,SUPP_10361,11,69,2025-09-23 20:58:39.853000,  4.88  ,
11333,PROD_1170,SUPP_10683,920,195,2025-10-07 07:08:32.119000,2.35,
  10427  ,PROD_1023,SUPP_10127,0,55,2025-10-06 11:24:21.341000,3.82,
10764,PROD_1825,SUPP_10080%,498,100,  2025-10-04 15:29:59.171901  ,1.97,
11345,PROD_2488,SUPP_10008,8,0,2025-07-06 10:18:22.343000,4.31,
10666,PROD_2070,SUPP_10454,96,24,2025-10-04 14:46:09.595000,4.21,
11482,PROD_2289,SUPP_10069,93,28,2025-09-26 15:57:13.725000,0.98,
10604,PROD_1475,SUPP_10636,1,95,2025-09-26 09:11:42.066000,0.23,
11462,PROD_2297,  SUPP_10575  *,836,15,2025-08-21 05:34:39.232000,0.2,
11446,  PROD_2181  ,SUPP_10852,383,8,  2025-10-04 14:44:43.969045  ,2.15,
10132,PROD_1797,SUPP_10779,9,91,2025-09-29 05:08:54.457000,2.82,
10597,PROD_1605,SUPP_10393,15,75,2025-09-26 21:01:59.606000,2.71,
10362,PROD_1285,SUPP_10185,159,130,2025-10-08 22:03:04.320000,0.71,
10211,PROD_1951,SUPP_10109,17,11,2025-09-22 23:17:33.833000,2.34,
11264,PROD_1244,  SUPP_10776  ,47,126,2025-10-09 19:52:46.809000,4.25,
10626,PROD_1543,SUPP_10147,3,82,2025-09-23 13:41:48.958000,3.01,
10454,PROD_1595,SUPP_10930,73,29,2025-09-28 23:50:35.824000,3.8,
,, ,     ,,,,
10286,PROD_2416,SUPP_10627,0,0,2024-01-01 17:33:56.769000,3.47,
11443,PROD_1580,SUPP_10592,31,40,2025-09-14 13:11:26.170000,1.48,
10553,PROD_1547,SUPP_10382,186,52,2025-09-14 11:10:12.889000,2.98,
10849,PROD_1132,SUPP_10600,  33  ,120,2025-10-06 02:49:34.348000,4.21,
10830,PROD_1692,SUPP_10696,56,95,2025-09-18 13:45:51.008000,3.1,
11423,PROD_1871,SUPP_10850,68,41,2025-09-12 14:48:11.549000,3.83,
11185,PROD_1028,SUPP_10963,29,167,2025-10-06 00:10:20.481000,1,
10478,PROD_1181,SUPP_10659,148,161,2025-10-09 10:13:21.637000,4.06,
10736,PROD_2208,SUPP_10199,226,12,2025-07-17 05:13:09.106000,3.05,
10151,PROD_1295,SUPP_10579,8,167,2025-10-10 23:55:16.975000,0.18,
,,,,,,,
11077,PROD_2097,SUPP_10717,153,28,2025-07-21 17:50:25.858000,4.08,
11346,PROD_1993,SUPP_10455,0,25,2025-10-05 09:03:22.381000,4.9,
10026,PROD_2498,SUPP_10913,9,0,2024-11-09 12:22:57.138000,4.5,
10488,PROD_1586,SUPP_10668,32,30,2025-09-26 06:39:33.281000,4.9,
11221,PROD_1497,SUPP_10791,80,20,2025-10-07 04:08:27.706000,2.72,
11429,PROD_1559,SUPP_10521,75,26,2025-09-30 03:57:41.427000,3.68,
10710,PROD_2340,SUPP_10762#,863,23,2025-08-20 16:29:09.046000,4.33,
10696,PROD_1858,SUPP_10921,37,  98  ,2025-09-28 00:08:44.507000,  3.38  ,
