order_ref,customer_ref,order_status,order_subtotal,tax_total,shipping_fee,discount_total,grand_total,currency_code,purchase_date,shipment_date,delivery_date,device_category,coupon_code,record_created,shipping_method,customer_ip,marketing_channel,payment_method,item_count,refund_amount
11366,8029,Shipped,6404.94,567.14,27.55,551.61,6999.63,USD,2025-12-20T15:10:47Z,2025-12-22T15:10:47Z,,Mobile,SAVE10,2025-12-20T15:10:47Z,Express,25.10.162.201,Social Media,Credit Card,23,0.0
11367,8030,Pending,2842.65,271.05,29.71,167.33,3143.41,USD,2016-11-30T09:15:48Z,,,Mobile,WELCOME15,2016-11-30T09:15:48Z,Express,118.175.229.243,Organic Search,Credit Card,5,0.0
11368,8030,Delivered,2394.24,194.98,8.73,506.81,2597.95,USD,2024-02-06T13:24:58Z,2024-02-08T13:24:58Z,2024-02-13T13:24:58Z,Desktop,SAVE20,2024-02-06T13:24:58Z,Standard,6.78.107.234,Referral,Credit Card,9,0.0
11369,8031,Delivered,418.68,41.83,7.71,52.82,468.22,USD,2022-03-22T04:45:55Z,2022-03-23T04:45:55Z,2022-03-29T04:45:55Z,Mobile,SAVE20,2022-03-22T04:45:55Z,Standard,220.147.119.204,Organic Search,Credit Card,7,0.0
11370,8031,Delivered,1930.0,139.18,19.04,1133.08,2088.22,USD,2024-08-08T18:52:39Z,2024-08-09T18:52:39Z,2024-08-14T18:52:39Z,Desktop,WELCOME15,2024-08-08T18:52:39Z,2-Day,131.157.26.94,Social Media,Credit Card,7,0.0
11371,8031,Delivered,2040.02,225.06,18.97,262.47,2284.05,USD,2024-08-08T18:52:36Z,2024-08-11T18:52:36Z,2024-08-18T18:52:36Z,Desktop,WELCOME15,2024-08-08T18:52:36Z,2-Day,221.231.114.156,Social Media,Credit Card,7,0.0
11372,8032,Shipped,2759.88,235.32,9.37,735.73,3004.57,USD,2023-12-30T17:34:08Z,2024-01-02T17:34:08Z,,Mobile,CLEARANCE40,2023-12-30T17:34:08Z,Standard,147.114.46.251,Organic Search,Credit Card,11,0.0
11373,8033,Delivered,2207.42,207.44,16.93,1063.75,2431.79,USD,2024-10-09T02:55:04Z,2024-10-09T02:55:04Z,2024-10-14T02:55:04Z,Desktop,NEWUSER25,2024-10-09T02:55:04Z,Priority,45.5.55.80,Email,Credit Card,9,0.0
11374,8034,Cancelled,4476.52,452.87,0.0,0.0,4929.39,USD,2025-12-23T16:23:58Z,,,Desktop,FREESHIP,2025-12-23T16:23:58Z,Free Shipping,8.235.149.108,Organic Search,PayPal,7,4929.39
11375,8035,Pending,201.05,16.78,18.31,26.22,236.14,USD,2025-10-03T06:35:47Z,,,Mobile,SAVE20,2025-10-03T06:35:47Z,2-Day,219.224.45.211,Display Ads,PayPal,2,0.0
11376,8038,Pending,4198.61,337.57,8.44,1078.96,4544.62,USD,2019-10-19T00:57:44Z,,,Mobile,SAVE10,2019-10-19T00:57:44Z,Standard,144.250.241.197,Email,Credit Card,14,0.0
11377,8038,Shipped,429.54,42.6,15.1,47.73,487.24,USD,2020-04-17T13:42:07Z,2020-04-17T13:42:07Z,,Mobile,SAVE10,2020-04-17T13:42:07Z,Priority,216.77.125.127,Direct,Credit Card,3,0.0
11378,8039,Processing,4042.91,321.2,16.19,666.23,4380.3,USD,2022-06-19T22:30:43Z,,,Mobile,NEWUSER25,2022-06-19T22:30:43Z,Priority,46.6.190.83,Social Media,Credit Card,13,0.0
11379,8040,Pending,2453.65,197.39,0.0,248.24,2651.04,USD,2020-08-05T02:13:12Z,,,Desktop,SAVE20,2020-08-05T02:13:12Z,Free Shipping,112.90.241.145,Social Media,PayPal,11,0.0
11380,8040,Delivered,1060.02,89.03,0.0,0.0,1149.05,USD,2023-12-08T23:16:14Z,2023-12-10T23:16:14Z,2023-12-12T23:16:14Z,Desktop,,2023-12-08T23:16:14Z,Free Shipping,156.234.196.55,Organic Search,PayPal,6,0.0
11381,8041,Delivered,7342.17,422.72,16.75,0.0,7781.64,USD,2023-09-04T20:53:59Z,2023-09-04T20:53:59Z,2023-09-08T20:53:59Z,Desktop,,2023-09-04T20:53:59Z,2-Day,103.212.124.102,Display Ads,Credit Card,13,0.0
11382,8041,Cancelled,1854.92,187.03,15.46,0.0,2057.41,USD,2022-07-14T09:51:05Z,,,Tablet,,2022-07-14T09:51:05Z,2-Day,146.208.171.205,Direct,PayPal,4,2057.41
11383,8041,Delivered,4609.42,325.69,24.61,595.69,4959.72,USD,2023-09-04T18:54:06Z,2023-09-06T18:54:06Z,2023-09-09T18:54:06Z,Desktop,CLEARANCE40,2023-09-04T18:54:06Z,2-Day,98.127.249.69,Display Ads,Credit Card,20,0.0
11384,8042,Delivered,1989.87,179.93,6.91,332.31,2176.71,USD,2023-03-02T10:29:45Z,2023-03-03T10:29:45Z,2023-03-09T10:29:45Z,Desktop,NEWUSER25,2023-03-02T10:29:45Z,Standard,145.135.65.246,Social Media,Gift Card,15,0.0
11385,8042,Delivered,2785.49,164.97,0.0,432.85,2950.46,USD,2023-07-25T08:54:41Z,2023-07-26T08:54:41Z,2023-07-31T08:54:41Z,Desktop,FREESHIP,2023-07-25T08:54:41Z,Free Shipping,75.247.216.12,Direct,Credit Card,17,0.0
11386,8042,Pending,11508.01,779.74,0.0,48.56,12287.75,USD,2023-12-14T01:32:56Z,,,Desktop,FREESHIP,2023-12-14T01:32:56Z,Free Shipping,66.130.237.109,Social Media,Credit Card,21,0.0
11387,8043,Delivered,1796.84,172.52,15.86,128.29,1985.22,USD,2024-05-08T16:53:32Z,2024-05-09T16:53:32Z,2024-05-14T16:53:32Z,Tablet,SAVE10,2024-05-08T16:53:32Z,Priority,91.211.5.132,Direct,Credit Card,9,0.0
11388,8044,Delivered,10539.51,1222.17,22.66,4081.14,11784.34,USD,2025-06-07T04:16:41Z,2025-06-08T04:16:41Z,2025-06-15T04:16:41Z,Desktop,SAVE20,2025-06-07T04:16:41Z,2-Day,176.173.55.253,Direct,Credit Card,16,0.0
11389,8044,Cancelled,725.33,58.92,7.9,26.99,792.15,USD,2025-06-07T04:25:52Z,,,Desktop,CLEARANCE40,2025-06-07T04:25:52Z,Standard,180.235.206.86,Direct,Credit Card,6,792.15
11390,8044,Shipped,2671.02,222.04,16.83,92.0,2909.89,USD,2025-09-05T12:46:46Z,2025-09-08T12:46:46Z,,Mobile,NEWUSER25,2025-09-05T12:46:46Z,Priority,2.12.168.73,Organic Search,Credit Card,6,0.0
11391,8045,Processing,2592.35,221.53,19.79,40.88,2833.67,USD,2022-09-11T00:28:38Z,,,Desktop,WELCOME15,2022-09-11T00:28:38Z,2-Day,171.89.122.160,Direct,Credit Card,5,0.0
11392,8045,Delivered,959.1,100.69,28.9,0.0,1088.69,USD,2019-03-11T10:04:32Z,2019-03-13T10:04:32Z,2019-03-19T10:04:32Z,Desktop,,2019-03-11T10:04:32Z,Express,72.95.16.54,Referral,Gift Card,11,0.0
11393,8045,Delivered,8502.78,795.84,22.99,2988.35,9321.61,USD,2018-03-01T22:15:29Z,2018-03-02T22:15:29Z,2018-03-04T22:15:29Z,Mobile,CLEARANCE40,2018-03-01T22:15:29Z,Express,114.252.211.111,Direct,Gift Card,22,0.0
11394,8045,Delivered,1991.92,192.43,17.48,0.0,2201.83,USD,2019-03-11T10:05:18Z,2019-03-11T10:05:18Z,2019-03-14T10:05:18Z,Desktop,,2019-03-11T10:05:18Z,Priority,216.58.24.38,Referral,Credit Card,4,0.0
11395,8046,Processing,2322.81,168.98,17.83,198.15,2509.62,USD,2024-10-04T01:58:17Z,,,Mobile,SAVE10,2024-10-04T01:58:17Z,2-Day,181.51.215.143,Referral,Credit Card,11,0.0
11396,8047,Processing,7002.12,611.24,0.0,1477.31,7613.36,USD,2022-06-26T17:31:10Z,,,Desktop,FREESHIP,2022-06-26T17:31:10Z,Free Shipping,91.58.78.49,Organic Search,Credit Card,20,0.0
11397,8048,Shipped,2761.84,218.08,0.0,225.24,2979.92,USD,2021-08-06T19:35:14Z,2021-08-06T19:35:14Z,,Desktop,FREESHIP,2021-08-06T19:35:14Z,Free Shipping,160.114.131.176,Referral,Credit Card,11,0.0
11398,8048,Delivered,2736.23,274.63,9.85,36.13,3020.71,USD,2021-08-06T19:35:15Z,2021-08-06T19:35:15Z,2021-08-13T19:35:15Z,Desktop,SAVE20,2021-08-06T19:35:15Z,Standard,162.219.129.95,Referral,Credit Card,10,0.0
11399,8050,Returned,2189.1,181.65,17.13,384.97,2387.88,USD,2025-03-20T03:42:57Z,2025-03-21T03:42:57Z,2025-03-23T03:42:57Z,Desktop,CLEARANCE40,2025-03-20T03:42:57Z,2-Day,72.182.242.155,Social Media,Gift Card,10,2207.47
11400,8053,Delivered,830.05,55.53,9.14,276.69,894.72,USD,2022-05-08T19:17:13Z,2022-05-11T19:17:13Z,2022-05-17T19:17:13Z,Desktop,NEWUSER25,2022-05-08T19:17:13Z,Standard,14.35.84.132,Paid Search,Credit Card,2,0.0
11401,8056,Shipped,791.33,63.82,19.91,0.0,875.06,USD,2022-01-07T07:13:00Z,2022-01-10T07:13:00Z,,Mobile,,2022-01-07T07:13:00Z,Priority,97.176.123.22,Organic Search,Apple Pay,4,0.0
11402,8057,Shipped,4040.83,303.96,23.8,412.61,4368.59,USD,2021-09-26T08:05:00Z,2021-09-27T08:05:00Z,,Mobile,SAVE20,2021-09-26T08:05:00Z,2-Day,163.95.166.83,Paid Search,Credit Card,19,0.0
11403,8058,Pending,9808.14,992.69,0.0,415.66,10800.83,USD,2025-11-06T06:03:05Z,,,Desktop,FREESHIP,2025-11-06T06:03:05Z,Free Shipping,119.114.48.36,Organic Search,Credit Card,19,0.0
11404,8059,Pending,201.54,14.99,19.7,62.36,236.23,USD,2025-09-18T21:46:53Z,,,Desktop,NEWUSER25,2025-09-18T21:46:53Z,2-Day,87.15.153.101,Email,PayPal,5,0.0
11405,8059,Delivered,9603.87,598.28,21.6,1371.16,10223.75,USD,2025-09-18T23:32:54Z,2025-09-18T23:32:54Z,2025-09-21T23:32:54Z,Desktop,WELCOME15,2025-09-18T23:32:54Z,Express,160.112.237.183,Email,Gift Card,14,0.0
11406,8059,Delivered,3468.37,282.94,0.0,199.48,3751.31,USD,2024-02-10T20:11:24Z,2024-02-10T20:11:24Z,2024-02-17T20:11:24Z,Mobile,FREESHIP,2024-02-10T20:11:24Z,Free Shipping,27.63.189.203,Organic Search,Credit Card,7,0.0
11407,8060,Delivered,4395.05,361.62,129.15,62.83,4885.82,USD,2020-05-07T09:20:42Z,2020-05-09T09:20:42Z,2020-05-16T09:20:42Z,Desktop,SAVE10,2020-05-07T09:20:42Z,White Glove,186.71.37.56,Organic Search,Credit Card,17,0.0
11408,8060,Delivered,999.41,81.34,9.03,18.54,1089.78,USD,2025-06-27T19:41:27Z,2025-06-29T19:41:27Z,2025-07-04T19:41:27Z,Desktop,NEWUSER25,2025-06-27T19:41:27Z,Standard,18.84.48.86,Organic Search,Gift Card,5,0.0
11409,8060,Delivered,1099.49,93.26,0.0,0.0,1192.75,USD,2025-06-27T19:42:23Z,2025-06-28T19:42:23Z,2025-07-05T19:42:23Z,Desktop,FREESHIP,2025-06-27T19:42:23Z,Free Shipping,94.181.153.58,Organic Search,Credit Card,10,0.0
11410,8060,Delivered,1704.12,108.83,13.16,40.62,1826.11,USD,2024-06-05T05:46:50Z,2024-06-05T05:46:50Z,2024-06-12T05:46:50Z,Desktop,WELCOME15,2024-06-05T05:46:50Z,Priority,132.180.73.51,Direct,Gift Card,7,0.0
11411,8061,Delivered,15929.27,1467.36,13.01,470.84,17409.64,USD,2025-08-06T23:33:44Z,2025-08-09T23:33:44Z,2025-08-13T23:33:44Z,Desktop,WELCOME15,2025-08-06T23:33:44Z,Priority,85.218.119.216,Direct,PayPal,21,0.0
11412,8061,Pending,6333.25,983.26,18.51,3548.97,7335.02,USD,2025-07-02T23:18:44Z,,,Desktop,CLEARANCE40,2025-07-02T23:18:44Z,Priority,174.206.163.188,Direct,Credit Card,21,0.0
11413,8062,Pending,9130.27,669.82,16.6,299.97,9816.69,USD,2022-06-19T20:27:47Z,,,Mobile,WELCOME15,2022-06-19T20:27:47Z,Priority,170.250.133.29,Display Ads,Cash on Delivery,26,0.0
11414,8062,Cancelled,4217.33,323.49,19.41,39.57,4560.23,USD,2024-03-17T03:06:28Z,,,Mobile,CLEARANCE40,2024-03-17T03:06:28Z,2-Day,166.233.141.127,Referral,PayPal,17,4560.23
11415,8063,Processing,4447.95,434.78,7.63,320.91,4890.36,USD,2016-12-27T23:05:50Z,,,Mobile,SAVE10,2016-12-27T23:05:50Z,Standard,90.174.41.197,Organic Search,Credit Card,14,0.0
11416,8064,Delivered,2741.59,201.88,7.98,3.08,2951.45,USD,2025-04-07T23:47:18Z,2025-04-09T23:47:18Z,2025-04-13T23:47:18Z,Desktop,WELCOME15,2025-04-07T23:47:18Z,Standard,113.68.74.247,Email,Credit Card,16,0.0
11417,8064,Processing,3414.69,245.0,23.03,10.72,3682.72,USD,2024-09-30T18:14:07Z,,,Mobile,WELCOME15,2024-09-30T18:14:07Z,2-Day,158.158.130.12,Organic Search,Apple Pay,11,0.0
11418,8064,Delivered,7746.0,494.98,26.52,77.88,8267.5,USD,2024-09-30T16:13:00Z,2024-10-03T16:13:00Z,2024-10-08T16:13:00Z,Mobile,NEWUSER25,2024-09-30T16:13:00Z,Express,128.185.13.11,Organic Search,PayPal,22,41.69
11419,8065,Cancelled,9159.89,864.36,0.0,795.06,10024.25,USD,2020-02-06T20:22:44Z,,,Desktop,FREESHIP,2020-02-06T20:22:44Z,Free Shipping,192.253.92.171,Organic Search,Credit Card,25,10024.25
11420,8065,Returned,9390.63,713.37,9.0,159.14,10113.0,USD,2023-11-20T07:55:43Z,2023-11-23T07:55:43Z,2023-11-30T07:55:43Z,Desktop,SAVE10,2023-11-20T07:55:43Z,Standard,110.192.174.137,Organic Search,Credit Card,24,9694.38
11421,8066,Delivered,4226.68,271.69,8.45,0.0,4506.82,USD,2025-09-05T14:15:52Z,2025-09-08T14:15:52Z,2025-09-13T14:15:52Z,Desktop,,2025-09-05T14:15:52Z,Standard,84.145.91.134,Organic Search,Credit Card,8,0.0
11422,8067,Processing,2311.52,198.85,0.0,0.0,2510.37,USD,2025-01-10T02:38:10Z,,,Desktop,,2025-01-10T02:38:10Z,Free Shipping,29.182.126.231,Paid Search,Credit Card,6,0.0
11423,8067,Delivered,1287.53,83.09,6.94,115.62,1377.56,USD,2024-08-26T10:10:58Z,2024-08-26T10:10:58Z,2024-08-28T10:10:58Z,Desktop,NEWUSER25,2024-08-26T10:10:58Z,Standard,219.253.240.121,Organic Search,Credit Card,9,0.0
11424,8067,Returned,14898.06,1389.83,0.0,0.0,16287.89,USD,2024-08-24T20:11:20Z,2024-08-27T20:11:20Z,2024-09-03T20:11:20Z,Desktop,FREESHIP,2024-08-24T20:11:20Z,Free Shipping,178.234.139.36,Organic Search,PayPal,13,15706.97
11425,8067,Processing,5739.66,553.29,22.11,0.0,6315.06,USD,2025-06-17T23:22:50Z,,,Mobile,,2025-06-17T23:22:50Z,2-Day,47.25.19.74,Direct,PayPal,9,0.0
11426,8067,Delivered,3523.0,277.52,29.85,504.33,3830.37,USD,2024-08-24T20:11:18Z,2024-08-27T20:11:18Z,2024-08-30T20:11:18Z,Desktop,SAVE10,2024-08-24T20:11:18Z,Express,222.127.157.237,Organic Search,PayPal,12,0.0
11427,8068,Shipped,2838.33,216.15,20.86,0.0,3075.34,USD,2025-09-16T14:42:46Z,2025-09-17T14:42:46Z,,Desktop,,2025-09-16T14:42:46Z,2-Day,212.36.32.59,Organic Search,Credit Card,7,0.0
11428,8068,Processing,2669.47,209.86,17.24,125.73,2896.57,USD,2025-08-28T05:00:14Z,,,Tablet,NEWUSER25,2025-08-28T05:00:14Z,Priority,20.255.20.114,Email,PayPal,4,0.0
11429,8068,Delivered,2589.32,191.65,21.68,268.06,2802.65,USD,2025-04-26T06:43:53Z,2025-04-29T06:43:53Z,2025-05-05T06:43:53Z,Tablet,CLEARANCE40,2025-04-26T06:43:53Z,Express,109.33.97.87,Direct,Cash on Delivery,13,0.0
11430,8068,Pending,22.58,1.72,6.27,3.98,30.57,USD,2025-08-28T05:52:35Z,,,Tablet,WELCOME15,2025-08-28T05:52:35Z,Standard,178.6.84.89,Email,Credit Card,1,0.0
11431,8070,Delivered,1614.05,95.45,16.76,0.0,1726.26,USD,2025-12-07T04:48:24Z,2025-12-08T04:48:24Z,2025-12-14T04:48:24Z,Desktop,,2025-12-07T04:48:24Z,Priority,192.65.160.253,Social Media,Credit Card,9,0.0
11432,8070,Returned,10923.0,792.32,9.06,1797.24,11724.38,USD,2022-01-06T18:46:27Z,2022-01-08T18:46:27Z,2022-01-12T18:46:27Z,Mobile,SAVE20,2022-01-06T18:46:27Z,Standard,95.9.247.159,Organic Search,Credit Card,25,10101.59
11433,8071,Delivered,3307.03,376.07,0.0,0.0,3683.1,USD,2022-05-17T03:49:23Z,2022-05-20T03:49:23Z,2022-05-27T03:49:23Z,Mobile,FREESHIP,2022-05-17T03:49:23Z,Free Shipping,160.199.217.140,Organic Search,Credit Card,8,0.0
11434,8071,Processing,8905.79,910.51,8.48,0.0,9824.78,USD,2021-09-14T12:05:05Z,,,Mobile,,2021-09-14T12:05:05Z,Standard,79.125.64.15,Direct,Cash on Delivery,15,0.0
11435,8072,Delivered,4865.47,427.35,0.0,0.0,5292.82,USD,2023-04-21T04:20:51Z,2023-04-23T04:20:51Z,2023-04-25T04:20:51Z,Desktop,FREESHIP,2023-04-21T04:20:51Z,Free Shipping,174.81.251.53,Social Media,Credit Card,15,0.0
11436,8073,Delivered,1470.77,143.87,6.1,239.46,1620.74,USD,2025-09-09T18:13:51Z,2025-09-11T18:13:51Z,2025-09-13T18:13:51Z,Desktop,NEWUSER25,2025-09-09T18:13:51Z,Standard,80.133.85.135,Direct,Cash on Delivery,16,0.0
11437,8073,Delivered,682.76,807.53,0.0,11174.08,1490.29,USD,2025-09-09T07:14:06Z,2025-09-10T07:14:06Z,2025-09-14T07:14:06Z,Desktop,SAVE10,2025-09-09T07:14:06Z,Free Shipping,31.128.118.172,Direct,Credit Card,8,0.0
11438,8073,Cancelled,1905.17,176.25,7.2,63.89,2088.62,USD,2025-05-19T14:45:32Z,,,Tablet,SAVE20,2025-05-19T14:45:32Z,Standard,206.1.235.148,Direct,PayPal,8,2088.62
11439,8075,Pending,6482.98,446.08,13.97,121.3,6943.03,USD,2025-10-10T20:58:04Z,,,Desktop,CLEARANCE40,2025-10-10T20:58:04Z,Priority,72.227.103.40,Social Media,PayPal,28,0.0
11440,8076,Delivered,9429.5,1033.52,0.0,1354.5,10463.02,USD,2024-04-02T00:25:54Z,2024-04-05T00:25:54Z,2024-04-08T00:25:54Z,Desktop,FREESHIP,2024-04-02T00:25:54Z,Free Shipping,150.34.198.232,Organic Search,Credit Card,21,0.0
11441,8076,Delivered,8292.2,607.98,18.93,165.08,8919.11,USD,2020-02-22T18:55:10Z,2020-02-25T18:55:10Z,2020-03-01T18:55:10Z,Mobile,WELCOME15,2020-02-22T18:55:10Z,2-Day,101.137.82.231,Paid Search,Credit Card,17,0.0
11442,8078,Delivered,2040.45,215.59,14.18,90.99,2270.22,USD,2025-02-16T12:05:32Z,2025-02-19T12:05:32Z,2025-02-26T12:05:32Z,Desktop,NEWUSER25,2025-02-16T12:05:32Z,Priority,42.100.245.158,Email,PayPal,10,0.0
11443,8079,Delivered,4674.89,304.8,8.82,485.42,4988.51,USD,2019-07-25T02:02:37Z,2019-07-28T02:02:37Z,2019-08-03T02:02:37Z,Mobile,SAVE10,2019-07-25T02:02:37Z,Standard,157.103.3.72,Email,PayPal,18,0.0
11444,8079,Pending,1126.51,86.59,8.13,44.52,1221.23,USD,2024-03-16T15:27:16Z,,,Tablet,NEWUSER25,2024-03-16T15:27:16Z,Standard,164.28.230.78,Social Media,Apple Pay,13,0.0
11445,8079,Processing,547.96,39.83,0.0,0.0,587.79,USD,2024-03-16T16:29:11Z,,,Tablet,,2024-03-16T16:29:11Z,Free Shipping,146.18.159.36,Social Media,PayPal,2,0.0
11446,8079,Shipped,3154.82,362.11,9.26,197.17,3526.19,USD,2020-10-21T07:35:51Z,2020-10-22T07:35:51Z,,Mobile,SAVE10,2020-10-21T07:35:51Z,Standard,60.252.110.208,Organic Search,Credit Card,20,0.0
11447,8082,Delivered,7442.26,579.44,28.99,526.99,8050.69,USD,2023-10-18T07:08:19Z,2023-10-19T07:08:19Z,2023-10-21T07:08:19Z,Tablet,NEWUSER25,2023-10-18T07:08:19Z,Express,92.88.177.122,Direct,PayPal,20,0.0
11448,8083,Pending,5690.16,443.88,17.37,51.52,6151.41,USD,2024-07-30T11:54:49Z,,,Mobile,SAVE20,2024-07-30T11:54:49Z,2-Day,135.163.237.147,Organic Search,Gift Card,12,0.0
11449,8084,Processing,1129.61,102.58,6.71,164.21,1238.9,USD,2025-08-07T07:01:17Z,,,Tablet,SAVE10,2025-08-07T07:01:17Z,Standard,49.46.96.23,Organic Search,Credit Card,11,0.0
11450,8085,Pending,8340.09,721.2,19.87,20.98,9081.16,USD,2025-10-12T15:42:11Z,,,Mobile,SAVE10,2025-10-12T15:42:11Z,Priority,170.129.55.53,Paid Search,PayPal,17,0.0
11451,8086,Cancelled,11372.03,931.56,9.98,37.31,12313.57,USD,2025-08-03T14:54:44Z,,,Mobile,CLEARANCE40,2025-08-03T14:54:44Z,Standard,138.43.13.194,Social Media,Gift Card,25,12313.57
11452,8087,Delivered,7584.24,519.37,8.7,256.27,8112.31,USD,2025-08-06T18:22:48Z,2025-08-07T18:22:48Z,2025-08-12T18:22:48Z,Desktop,CLEARANCE40,2025-08-06T18:22:48Z,Standard,107.15.75.173,Paid Search,Credit Card,14,0.0
11453,8089,Pending,2595.27,229.04,19.65,276.65,2843.96,USD,2025-01-06T14:29:58Z,,,Mobile,SAVE10,2025-01-06T14:29:58Z,Priority,55.169.130.93,Direct,Credit Card,5,0.0
11454,8091,Processing,2824.23,279.28,0.0,53.88,3103.51,USD,2025-02-18T21:15:53Z,,,Mobile,FREESHIP,2025-02-18T21:15:53Z,Free Shipping,206.64.119.98,Direct,Credit Card,20,0.0
11455,8091,Delivered,10068.05,1124.13,0.0,13.27,11192.18,USD,2025-08-15T06:52:08Z,2025-08-16T06:52:08Z,2025-08-20T06:52:08Z,Tablet,FREESHIP,2025-08-15T06:52:08Z,Free Shipping,223.191.95.66,Display Ads,Credit Card,20,0.0
11456,8092,Delivered,1925.37,200.01,20.23,312.22,2145.61,USD,2025-01-01T00:01:39Z,2025-01-01T00:01:39Z,2025-01-03T00:01:39Z,Desktop,NEWUSER25,2025-01-01T00:01:39Z,2-Day,148.35.254.23,Paid Search,Credit Card,8,0.0
11457,8094,Pending,9445.97,865.23,16.88,26.15,10328.08,USD,2025-04-18T20:22:13Z,,,Desktop,SAVE20,2025-04-18T20:22:13Z,Priority,101.111.154.63,Display Ads,PayPal,16,0.0
11458,8094,Cancelled,7154.99,697.83,13.19,1006.43,7866.01,USD,2022-10-26T01:30:51Z,,,Mobile,CLEARANCE40,2022-10-26T01:30:51Z,Priority,7.247.254.107,Referral,Credit Card,19,7866.01
11459,8095,Delivered,2890.06,262.22,16.24,193.78,3168.52,USD,2019-09-19T12:07:24Z,2019-09-19T12:07:24Z,2019-09-24T12:07:24Z,Desktop,SAVE20,2019-09-19T12:07:24Z,Priority,149.111.203.66,Organic Search,PayPal,15,0.0
11460,8095,Shipped,2086.46,167.58,88.3,399.77,2342.34,USD,2019-04-23T08:19:03Z,2019-04-24T08:19:03Z,,Desktop,NEWUSER25,2019-04-23T08:19:03Z,White Glove,161.152.162.106,Referral,Credit Card,20,0.0
11461,8096,Delivered,4621.3,419.47,8.46,378.2,5049.23,USD,2025-07-18T15:12:19Z,2025-07-18T15:12:19Z,2025-07-22T15:12:19Z,Desktop,CLEARANCE40,2025-07-18T15:12:19Z,Standard,85.65.217.36,Organic Search,Cash on Delivery,9,0.0
11462,8096,Shipped,1908.08,145.07,7.34,322.05,2060.49,USD,2019-09-17T14:49:57Z,2019-09-18T14:49:57Z,,Desktop,WELCOME15,2019-09-17T14:49:57Z,Standard,155.83.199.22,Paid Search,PayPal,7,0.0
11463,8096,Returned,10198.62,699.83,16.37,1840.68,10914.82,USD,2023-01-26T15:35:42Z,2023-01-26T15:35:42Z,2023-02-02T15:35:42Z,Tablet,SAVE20,2023-01-26T15:35:42Z,Priority,75.174.29.74,Organic Search,PayPal,14,9567.31
11464,8096,Processing,1849.95,155.15,8.92,75.49,2014.02,USD,2024-06-17T23:52:48Z,,,Desktop,SAVE20,2024-06-17T23:52:48Z,Standard,26.29.138.126,Social Media,PayPal,7,0.0
11465,8097,Shipped,1772.48,95.02,0.0,404.18,1867.5,USD,2021-11-28T21:35:32Z,2021-11-30T21:35:32Z,,Mobile,FREESHIP,2021-11-28T21:35:32Z,Free Shipping,4.231.26.2,Email,Credit Card,10,0.0
11466,8097,Delivered,2439.46,238.49,9.63,0.0,2687.58,USD,2025-09-26T22:46:02Z,2025-09-26T22:46:02Z,2025-10-03T22:46:02Z,Desktop,,2025-09-26T22:46:02Z,Standard,166.132.163.95,Organic Search,Apple Pay,23,0.0
11467,8098,Delivered,2852.6,266.59,8.72,524.28,3127.91,USD,2021-12-27T06:44:10Z,2021-12-29T06:44:10Z,2022-01-03T06:44:10Z,Mobile,SAVE10,2021-12-27T06:44:10Z,Standard,189.92.129.91,Organic Search,Gift Card,15,0.0
11468,8099,Cancelled,10303.57,959.17,21.13,513.28,11283.87,USD,2025-11-06T04:00:30Z,,,Mobile,SAVE20,2025-11-06T04:00:30Z,Express,128.150.56.171,Referral,PayPal,24,11283.87
11469,8102,Shipped,1147.24,82.37,0.0,27.79,1229.61,USD,2024-07-08T04:55:52Z,2024-07-08T04:55:52Z,,Desktop,SAVE10,2024-07-08T04:55:52Z,Free Shipping,27.86.178.235,Direct,Credit Card,6,0.0
11470,8102,Shipped,159.29,11.96,0.0,28.11,171.25,USD,2019-12-07T03:56:19Z,2019-12-08T03:56:19Z,,Mobile,WELCOME15,2019-12-07T03:56:19Z,Free Shipping,161.19.73.83,Organic Search,Credit Card,4,0.0
11471,8102,Delivered,754.93,53.34,50.15,150.41,858.42,USD,2019-11-18T11:16:51Z,2019-11-20T11:16:51Z,2019-11-24T11:16:51Z,Mobile,WELCOME15,2019-11-18T11:16:51Z,White Glove,41.232.189.209,Direct,Credit Card,5,0.0
11472,8102,Delivered,966.31,91.45,13.16,0.0,1070.92,USD,2025-07-26T01:14:23Z,2025-07-26T01:14:23Z,2025-07-30T01:14:23Z,Desktop,,2025-07-26T01:14:23Z,Priority,25.77.166.13,Social Media,Apple Pay,9,0.0
11473,8103,Processing,10604.42,872.73,27.26,4597.8,11504.41,USD,2025-10-17T08:43:34Z,,,Desktop,SAVE20,2025-10-17T08:43:34Z,Express,94.42.177.23,Social Media,Credit Card,23,0.0
11474,8104,Delivered,3160.56,232.27,0.0,0.0,3392.83,USD,2024-06-03T22:22:05Z,2024-06-04T22:22:05Z,2024-06-08T22:22:05Z,Desktop,FREESHIP,2024-06-03T22:22:05Z,Free Shipping,4.121.137.56,Organic Search,Credit Card,4,0.0
11475,8104,Shipped,4637.42,468.17,16.02,288.91,5121.61,USD,2024-05-30T17:21:21Z,2024-05-31T17:21:21Z,,Desktop,SAVE20,2024-05-30T17:21:21Z,Priority,64.141.161.192,Organic Search,PayPal,10,0.0
11476,8106,Shipped,2882.92,218.63,14.09,272.35,3115.64,USD,2023-10-31T17:30:19Z,2023-11-01T17:30:19Z,,Tablet,NEWUSER25,2023-10-31T17:30:19Z,Priority,90.206.214.169,Display Ads,Credit Card,15,0.0
