payment_ref,order_ref,payment_type,gateway_provider,payment_status,gateway_transaction_id,transaction_fee,refund_total,transaction_date,refund_processed_date,payment_amount,currency_code,record_created,customer_ip,billing_country,card_last_four,card_brand,authorization_code,risk_score,retry_attempt
10622,10622,PayPal,PayPal,Pending,,0.0,0.0,2025-12-17T13:53:28Z,,4472.59,USD,2025-12-17T13:54:13Z,58.63.81.70,US,,,,5,0
10623,10623,PayPal,PayPal,Completed,PAY-96052680793,242.76,0.0,2024-06-06T15:38:52Z,,10507.14,USD,2024-06-06T15:39:37Z,100.170.213.32,US,,,,76,1
10624,10624,PayPal,Braintree,Completed,bt_74772185284,68.27,0.0,2023-03-23T23:50:07Z,,2195.36,USD,2023-03-23T23:51:04Z,4.61.48.242,US,,,,8,1
10625,10625,Cash on Delivery,COD,Completed,COD010625,0.0,0.0,2023-11-17T21:03:42Z,,5893.15,USD,2023-11-17T21:04:24Z,120.156.57.44,US,,,,14,0
10626,10626,Apple Pay,Square,Completed,sq_49646742407856,210.25,0.0,2025-03-15T20:32:26Z,,10618.24,USD,2025-03-15T20:32:35Z,98.184.181.218,US,,,,6,0
10627,10627,PayPal,Braintree,Refunded,bt_92281531007,212.98,7657.07,2024-05-08T05:43:52Z,2024-05-15T05:43:52Z,7657.07,USD,2024-05-08T05:44:37Z,129.203.78.29,US,,,,25,0
10628,10628,Gift Card,Square,Completed,sq_43041653613971,0.0,0.0,2024-12-06T21:58:20Z,,4422.57,USD,2024-12-06T21:59:14Z,81.55.9.140,US,,,,12,1
10629,10629,Credit Card,Authorize.net,Refunded,AUTH640934586,13.25,697.15,2025-11-27T00:42:00Z,2025-12-08T00:42:00Z,697.15,USD,2025-11-27T00:42:34Z,185.242.245.13,US,5389,Visa,,22,0
10630,10630,PayPal,Braintree,Completed,bt_68296267491,65.0,0.0,2022-07-03T13:51:37Z,,3633.2,USD,2022-07-03T13:52:14Z,218.99.57.50,US,,,,22,0
10631,10631,Credit Card,Braintree,Completed,bt_62727723261,102.13,0.0,2020-09-22T07:25:10Z,,5333.31,USD,2020-09-22T07:25:11Z,156.162.24.95,US,1419,MasterCard,AUTH-767640,8,1
10632,10632,Credit Card,Braintree,Completed,bt_32088358650,168.54,0.0,2022-01-11T20:07:28Z,,7707.29,USD,2022-01-11T20:08:00Z,108.152.63.34,CA,5099,Visa,AUTH-309447,48,1
10633,10633,Credit Card,Authorize.net,Completed,AUTH507117778,49.45,0.0,2023-11-11T07:28:09Z,,1972.8,USD,2023-11-11T07:29:03Z,167.37.208.113,US,3017,Visa,AUTH-956443,1,0
10634,10634,Credit Card,Braintree,Pending,,0.0,0.0,2019-02-09T01:16:46Z,,580.93,USD,2019-02-09T01:17:37Z,192.47.215.165,US,9559,American Express,,38,0
10635,10635,Credit Card,Stripe,Completed,pi_41549712340229,242.57,0.0,2023-11-26T20:46:13Z,,9611.8,USD,2023-11-26T20:47:09Z,130.13.132.77,US,1156,American Express,AUTH-586685,8,0
10636,10636,PayPal,Braintree,Completed,bt_57451178453,61.96,0.0,2025-01-18T17:54:03Z,,1782.05,USD,2025-01-18T17:54:54Z,61.152.252.223,US,,,,7,0
10637,10637,Apple Pay,Square,Refunded,sq_11634089462969,37.26,1770.93,2021-11-16T06:08:33Z,2021-11-26T06:08:33Z,1770.93,USD,2021-11-16T06:09:07Z,98.102.122.172,US,,,,6,0
10638,10638,PayPal,Braintree,Completed,bt_81574506454,384.1,0.0,2025-09-27T19:00:38Z,,11398.13,USD,2025-09-27T19:01:07Z,118.10.221.95,US,,,,43,0
10639,10639,PayPal,Braintree,Completed,bt_95604842863,60.5,0.0,2024-05-23T12:19:08Z,,2089.95,USD,2024-05-23T12:19:26Z,73.220.201.36,US,,,,15,0
10640,10640,Credit Card,Stripe,Completed,pi_98175781716516,11.23,0.0,2020-06-15T22:10:41Z,,573.74,USD,2020-06-15T22:11:05Z,58.99.238.68,US,3159,MasterCard,AUTH-717058,25,0
10641,10641,Gift Card,Square,Completed,sq_18454979222892,0.0,0.0,2020-06-16T00:36:40Z,,1286.6,USD,2020-06-16T00:37:09Z,75.159.172.183,US,,,,32,0
10642,10642,Credit Card,Authorize.net,Completed,AUTH119852956,130.2,0.0,2024-11-26T05:59:31Z,,4102.18,USD,2024-11-26T06:00:04Z,158.112.8.49,US,3370,MasterCard,AUTH-286486,15,0
10643,10643,Apple Pay,Square,Completed,sq_12144730513143,72.23,0.0,2021-05-27T13:42:12Z,,3906.65,USD,2021-05-27T13:42:35Z,92.200.106.106,US,,,,26,0
10644,10644,Credit Card,Square,Completed,sq_56321799024408,29.37,0.0,2018-07-23T16:44:24Z,,1024.93,USD,2018-07-23T16:44:55Z,221.226.251.181,US,2897,MasterCard,AUTH-986212,36,0
10645,10645,Cash on Delivery,COD,Completed,COD010645,0.0,0.0,2025-02-28T14:22:18Z,,1082.88,USD,2025-02-28T14:22:37Z,64.56.115.50,US,,,,20,0
10646,10646,PayPal,PayPal,Completed,PAY-80402983947,124.12,0.0,2025-02-28T15:27:43Z,,5159.57,USD,2025-02-28T15:27:59Z,52.233.203.169,US,,,,11,0
10647,10647,Apple Pay,Adyen,Completed,ADY4264242494691,187.38,0.0,2025-01-07T11:35:08Z,,9682.28,USD,2025-01-07T11:36:03Z,14.170.59.111,US,,,,0,0
10648,10648,Credit Card,Braintree,Refunded,bt_14982846809,291.78,14287.56,2024-10-23T14:11:11Z,2024-10-24T14:11:11Z,14287.56,USD,2024-10-23T14:11:13Z,183.199.216.9,US,6801,Discover,,14,0
10649,10649,PayPal,PayPal,Completed,PAY-27666466441,16.6,0.0,2023-02-19T05:08:48Z,,990.75,USD,2023-02-19T05:09:43Z,50.49.216.211,US,,,,31,0
10650,10650,PayPal,Braintree,Completed,bt_82531573761,216.95,0.0,2022-04-11T04:36:08Z,,6994.34,USD,2022-04-11T04:36:57Z,85.221.214.79,CA,,,,41,0
10651,10651,Credit Card,Square,Completed,sq_75948226969723,46.53,0.0,2022-04-11T04:03:43Z,,1386.19,USD,2022-04-11T04:04:38Z,31.182.132.145,CA,8248,American Express,AUTH-662774,15,0
10652,10652,Credit Card,Square,Completed,sq_35753486612549,83.09,0.0,2016-08-28T13:30:39Z,,2738.98,USD,2016-08-28T13:31:30Z,3.247.218.84,US,4612,Visa,AUTH-202080,74,1
10653,10653,PayPal,Braintree,Completed,bt_47956414372,91.1,0.0,2019-01-03T04:59:10Z,,2705.85,USD,2019-01-03T04:59:13Z,85.109.130.53,US,,,,27,0
10654,10654,PayPal,Braintree,Pending,,0.0,0.0,2022-08-25T09:01:34Z,,2959.15,USD,2022-08-25T09:01:55Z,165.91.135.198,US,,,,12,0
10655,10655,Cash on Delivery,COD,Completed,COD010655,0.0,0.0,2022-02-15T19:02:39Z,,4886.3,USD,2022-02-15T19:03:02Z,144.162.113.254,US,,,,1,1
10656,10656,Credit Card,Authorize.net,Completed,AUTH135747551,3.91,0.0,2021-03-08T21:33:48Z,,228.03,USD,2021-03-08T21:34:04Z,39.63.145.91,US,1934,American Express,AUTH-115565,23,0
10657,10657,Credit Card,Stripe,Completed,pi_57579226020456,195.89,0.0,2024-07-16T00:54:24Z,,6121.13,USD,2024-07-16T00:55:12Z,138.170.246.22,US,7332,MasterCard,AUTH-664923,27,0
10658,10658,Cash on Delivery,COD,Completed,COD010658,0.0,0.0,2023-08-14T06:51:53Z,,7456.14,USD,2023-08-14T06:52:44Z,212.28.253.126,CA,,,,18,0
10659,10659,Credit Card,Authorize.net,Completed,AUTH374073442,106.46,0.0,2024-01-28T13:47:29Z,,3986.49,USD,2024-01-28T13:47:59Z,131.101.40.38,US,6087,Visa,AUTH-652712,15,0
10660,10660,PayPal,Braintree,Completed,bt_21406105921,34.59,0.0,2025-11-05T14:54:13Z,,2252.46,USD,2025-11-05T14:54:34Z,90.224.247.126,US,,,,1,2
10661,10661,Credit Card,Adyen,Completed,ADY5159705987964,209.33,0.0,2025-06-01T14:05:02Z,,8669.67,USD,2025-06-01T14:05:45Z,70.150.86.51,US,6244,Visa,AUTH-137914,34,0
10662,10662,Gift Card,Square,Completed,sq_88309423130024,0.0,0.0,2025-06-13T13:26:49Z,,6464.44,USD,2025-06-13T13:27:32Z,26.148.143.77,US,,,,5,0
10663,10663,PayPal,Braintree,Refunded,bt_75871177194,61.62,2269.01,2025-12-09T16:02:57Z,2025-12-21T16:02:57Z,2269.01,USD,2025-12-09T16:03:29Z,203.80.118.46,US,,,,3,0
10664,10664,Credit Card,Stripe,Completed,pi_98822420659118,265.21,0.0,2025-05-30T09:07:35Z,,10836.01,USD,2025-05-30T09:08:04Z,181.153.201.5,US,5531,MasterCard,AUTH-981157,26,0
10665,10665,Credit Card,Square,Completed,sq_20774434945180,133.57,0.0,2025-05-24T17:02:27Z,,5873.6,USD,2025-05-24T17:02:42Z,4.100.121.162,US,5667,Visa,AUTH-935516,28,0
10666,10666,Apple Pay,Braintree,Pending,,0.0,0.0,2021-06-04T14:36:10Z,,6950.67,USD,2021-06-04T14:36:20Z,105.67.199.45,US,,,,37,0
10667,10667,Credit Card,Stripe,Pending,,0.0,0.0,2025-07-03T23:01:52Z,,4763.37,USD,2025-07-03T23:02:21Z,103.90.6.109,US,1236,MasterCard,,12,0
10668,10668,PayPal,Braintree,Completed,bt_93929938686,83.62,0.0,2017-07-22T20:53:28Z,,2574.55,USD,2017-07-22T20:53:54Z,54.6.95.166,US,,,,18,0
10669,10669,Credit Card,Adyen,Completed,ADY6261313062346,46.77,0.0,2017-01-12T01:36:54Z,,1330.98,USD,2017-01-12T01:37:07Z,213.188.115.16,US,8526,American Express,AUTH-962810,4,0
10670,10670,Credit Card,Square,Completed,sq_96342289992108,84.9,0.0,2017-01-12T02:25:52Z,,5542.45,USD,2017-01-12T02:26:11Z,88.224.224.229,US,5631,MasterCard,AUTH-865145,5,0
10671,10671,PayPal,PayPal,Completed,PAY-76559619174,109.39,0.0,2017-01-12T01:34:53Z,,4719.05,USD,2017-01-12T01:35:36Z,18.110.234.248,US,,,,26,0
10672,10672,Gift Card,Square,Completed,sq_35926340381224,0.0,0.0,2025-12-22T14:51:34Z,,3635.34,USD,2025-12-22T14:52:28Z,24.243.42.1,US,,,,12,0
10673,10673,Credit Card,Square,Pending,,0.0,0.0,2022-01-24T08:29:42Z,,2906.39,USD,2022-01-24T08:30:12Z,158.107.172.130,US,4756,MasterCard,,23,0
10674,10674,Apple Pay,Square,Completed,sq_91995477342384,101.86,0.0,2024-02-13T09:41:12Z,,4984.48,USD,2024-02-13T09:41:20Z,105.134.63.193,US,,,,6,0
10675,10675,Credit Card,Authorize.net,Completed,AUTH157320299,59.18,0.0,2023-12-04T05:03:37Z,,2169.47,USD,2023-12-04T05:04:03Z,177.203.12.222,US,3308,MasterCard,AUTH-658772,16,0
10676,10676,Credit Card,Adyen,Completed,ADY9569928790540,181.97,0.0,2025-12-01T16:48:27Z,,7745.48,USD,2025-12-01T16:48:56Z,113.251.117.198,CA,4954,MasterCard,AUTH-969596,21,1
10677,10677,PayPal,Braintree,Completed,bt_32246438150,104.35,0.0,2025-10-18T00:49:42Z,,4314.3,USD,2025-10-18T00:50:20Z,197.22.198.230,US,,,,11,0
10678,10678,Credit Card,Square,Completed,sq_88954339973273,11.64,0.0,2022-06-17T08:47:27Z,,474.33,USD,2022-06-17T08:47:31Z,91.67.118.102,US,8957,JCB,AUTH-595147,20,0
10679,10679,PayPal,PayPal,Completed,PAY-20650719761,151.86,0.0,2018-09-14T08:01:04Z,,6191.78,USD,2018-09-14T08:01:25Z,80.13.229.254,CA,,,,31,0
10680,10680,Gift Card,Stripe,Partially Refunded,pi_70851008398977,0.0,1902.53,2025-12-12T05:59:48Z,2025-12-20T05:59:48Z,2208.84,USD,2025-12-12T06:00:20Z,33.136.85.217,CA,,,,21,0
10681,10681,Credit Card,Stripe,Refunded,pi_20098219579072,103.81,4995.04,2023-09-04T04:23:46Z,2023-09-18T04:23:46Z,4995.04,USD,2023-09-04T04:24:32Z,163.62.203.6,US,2093,MasterCard,,5,0
10682,10682,Apple Pay,Adyen,Completed,ADY7513009368534,45.37,0.0,2023-05-16T08:32:38Z,,2880.0,USD,2023-05-16T08:33:06Z,122.92.15.22,US,,,,51,0
10683,10683,PayPal,Braintree,Completed,bt_91861629193,414.06,0.0,2022-05-26T23:13:13Z,,11900.19,USD,2022-05-26T23:13:22Z,184.145.138.174,CA,,,,49,0
10684,10684,Credit Card,Stripe,Completed,pi_87372173062222,21.04,0.0,2025-08-06T21:11:14Z,,886.86,USD,2025-08-06T21:11:50Z,75.170.133.215,US,2852,Visa,AUTH-958923,55,0
10685,10685,Credit Card,Square,Completed,sq_88301638201802,46.15,0.0,2025-09-01T01:42:28Z,,1524.69,USD,2025-09-01T01:42:59Z,132.225.36.63,US,2180,Visa,AUTH-663907,32,1
10686,10686,Credit Card,Authorize.net,Completed,AUTH449026430,122.9,0.0,2025-02-01T18:37:12Z,,4223.24,USD,2025-02-01T18:38:12Z,166.20.76.27,US,3613,American Express,AUTH-246911,17,0
10687,10687,Apple Pay,Stripe,Completed,pi_54847162730397,28.59,0.0,2024-05-22T15:35:24Z,,1517.35,USD,2024-05-22T15:36:20Z,31.59.164.88,US,,,,47,0
10688,10688,Credit Card,Stripe,Completed,pi_97191371175323,322.55,0.0,2025-07-29T18:12:45Z,,10610.01,USD,2025-07-29T18:13:15Z,188.245.138.195,US,3844,American Express,AUTH-959786,28,0
10689,10689,Credit Card,Adyen,Completed,ADY3208621081744,280.32,0.0,2025-11-05T01:06:17Z,,14081.72,USD,2025-11-05T01:06:20Z,44.160.115.166,US,7944,Visa,AUTH-429808,36,0
10690,10690,Credit Card,Square,Completed,sq_41810490480896,9.26,0.0,2025-11-05T00:28:06Z,,374.02,USD,2025-11-05T00:29:04Z,183.224.31.19,US,1089,American Express,AUTH-848601,26,0
10691,10691,Apple Pay,Square,Refunded,sq_79740496804159,44.1,2012.05,2025-06-13T00:24:18Z,2025-06-15T00:24:18Z,2012.05,USD,2025-06-13T00:24:25Z,33.180.18.12,US,,,,49,0
10692,10692,PayPal,Braintree,Completed,bt_33955805960,8.27,0.0,2025-12-15T05:19:37Z,,332.92,USD,2025-12-15T05:19:42Z,95.254.106.73,US,,,,16,0
10693,10693,PayPal,Braintree,Pending,,0.0,0.0,2025-08-29T05:18:42Z,,7554.77,USD,2025-08-29T05:19:24Z,102.103.87.135,US,,,,9,0
10694,10694,Credit Card,Braintree,Refunded,bt_86571550263,127.34,5023.49,2025-09-28T13:25:40Z,2025-10-06T13:25:40Z,5023.49,USD,2025-09-28T13:26:25Z,109.250.154.173,US,7051,MasterCard,,51,0
10695,10695,PayPal,PayPal,Completed,PAY-66892478265,37.22,0.0,2025-09-28T01:11:19Z,,1595.31,USD,2025-09-28T01:11:41Z,176.59.77.130,US,,,,19,1
10696,10696,Credit Card,Authorize.net,Completed,AUTH644251833,78.02,0.0,2019-03-14T07:39:57Z,,3037.66,USD,2019-03-14T07:40:10Z,53.229.215.216,US,7860,Visa,AUTH-993129,18,0
10697,10697,PayPal,Braintree,Completed,bt_57171237267,218.71,0.0,2025-11-04T23:52:59Z,,8584.72,USD,2025-11-04T23:53:22Z,63.170.34.32,US,,,,7,0
10698,10698,Credit Card,Square,Completed,sq_28771434529355,223.86,0.0,2022-02-11T17:05:25Z,,6652.64,USD,2022-02-11T17:05:46Z,175.52.133.62,US,4321,MasterCard,AUTH-420877,16,0
10699,10699,Credit Card,Square,Refunded,sq_36933759186422,58.4,2110.33,2024-04-05T05:40:33Z,2024-04-14T05:40:33Z,2110.33,USD,2024-04-05T05:40:52Z,173.179.228.135,CA,5127,Visa,,12,0
10700,10700,Apple Pay,Square,Completed,sq_39387163125957,16.63,0.0,2018-03-22T03:49:49Z,,1043.74,USD,2018-03-22T03:50:20Z,5.217.246.229,US,,,,9,0
10701,10701,Credit Card,Braintree,Completed,bt_56123910495,144.34,0.0,2018-03-22T02:45:46Z,,7345.74,USD,2018-03-22T02:45:58Z,84.72.114.61,US,9320,Visa,AUTH-470016,2,0
10702,10702,Apple Pay,Square,Partially Refunded,sq_17908135797738,158.47,4790.6,2024-07-10T22:38:21Z,2024-07-23T22:38:21Z,4897.46,USD,2024-07-10T22:39:20Z,97.51.92.155,US,,,,73,0
10703,10703,Credit Card,Adyen,Partially Refunded,ADY7441589033320,60.36,3031.31,2021-09-06T13:14:29Z,2021-09-10T13:14:29Z,3193.56,USD,2021-09-06T13:14:50Z,139.139.148.249,US,8300,Visa,,2,0
10704,10704,Credit Card,Authorize.net,Refunded,AUTH627816032,58.22,2528.29,2024-07-11T00:53:52Z,2024-07-20T00:53:52Z,2528.29,USD,2024-07-11T00:53:58Z,128.175.242.201,US,1514,Visa,,49,0
10705,10705,Cash on Delivery,COD,Completed,COD010705,0.0,0.0,2025-06-13T08:12:46Z,,2702.33,USD,2025-06-13T08:13:39Z,42.77.40.28,US,,,,12,0
10706,10706,PayPal,PayPal,Completed,PAY-92180354281,35.48,0.0,2023-06-16T17:17:01Z,,1492.16,USD,2023-06-16T17:17:31Z,141.204.167.48,CA,,,,20,1
10707,10707,Credit Card,Square,Completed,sq_49642450544134,70.14,0.0,2021-12-23T16:24:30Z,,2623.39,USD,2021-12-23T16:25:00Z,18.133.233.194,US,1572,Visa,AUTH-112484,11,0
10708,10708,Credit Card,Stripe,Completed,pi_69328644923626,155.18,0.0,2023-07-09T01:37:21Z,,7983.18,USD,2023-07-09T01:38:11Z,112.250.57.3,US,5511,Visa,AUTH-432567,0,0
10709,10709,Credit Card,Square,Completed,sq_84871335183691,89.93,0.0,2024-11-26T11:37:17Z,,3924.99,USD,2024-11-26T11:37:18Z,118.146.76.87,US,9110,Visa,AUTH-810435,24,0
10710,10710,Credit Card,Braintree,Completed,bt_41861337156,115.95,0.0,2024-08-05T08:28:02Z,,4596.87,USD,2024-08-05T08:28:18Z,65.118.171.72,US,9636,MasterCard,AUTH-543634,44,1
10711,10711,Gift Card,Stripe,Completed,pi_12968633382374,0.0,0.0,2020-02-01T07:11:54Z,,6450.34,USD,2020-02-01T07:12:48Z,178.23.34.180,US,,,,20,0
10712,10712,Credit Card,Adyen,Completed,ADY2067230993572,70.85,0.0,2021-09-15T13:09:07Z,,3263.86,USD,2021-09-15T13:09:12Z,179.63.214.110,US,9390,Visa,AUTH-267644,19,1
10713,10713,Credit Card,Authorize.net,Completed,AUTH294418422,70.69,0.0,2024-12-08T00:08:27Z,,2567.72,USD,2024-12-08T00:08:47Z,179.73.216.121,US,4395,Visa,AUTH-902726,75,0
10714,10714,Credit Card,Square,Refunded,sq_26950143569083,25.46,1420.15,2022-02-18T10:09:29Z,2022-02-20T10:09:29Z,1420.15,USD,2022-02-18T10:09:38Z,34.23.201.209,US,9725,American Express,,28,0
10715,10715,Credit Card,Adyen,Refunded,ADY9901975602476,54.45,3328.56,2021-08-03T05:29:02Z,2021-08-12T05:29:02Z,3328.56,USD,2021-08-03T05:29:45Z,151.144.78.173,US,3633,MasterCard,,4,0
10716,10716,Apple Pay,Adyen,Completed,ADY7070007892871,9.02,0.0,2024-07-09T12:48:03Z,,277.71,USD,2024-07-09T12:48:35Z,97.215.5.115,US,,,,9,0
10717,10717,Credit Card,Stripe,Completed,pi_73554394237111,13.77,0.0,2022-10-02T06:03:34Z,,561.93,USD,2022-10-02T06:04:32Z,34.237.254.3,US,1401,Visa,AUTH-710047,14,2
10718,10718,Gift Card,Square,Completed,sq_69815342921869,0.0,0.0,2023-10-21T08:55:11Z,,3068.37,USD,2023-10-21T08:55:50Z,188.0.152.5,US,,,,29,1
10719,10719,PayPal,PayPal,Completed,PAY-21064774303,170.47,0.0,2023-10-21T10:09:09Z,,5491.52,USD,2023-10-21T10:09:55Z,80.16.151.39,US,,,,37,0
10720,10720,PayPal,Braintree,Pending,,0.0,0.0,2020-10-27T07:57:05Z,,3085.03,USD,2020-10-27T07:57:31Z,171.233.139.3,US,,,,65,0
10721,10721,Credit Card,Stripe,Completed,pi_96251449698854,14.08,0.0,2021-03-31T15:38:04Z,,741.84,USD,2021-03-31T15:38:39Z,116.216.14.34,US,1368,MasterCard,AUTH-241120,30,0
10722,10722,Credit Card,Stripe,Refunded,pi_61361674591223,69.92,3416.23,2025-12-02T06:24:17Z,2025-12-12T06:24:17Z,3416.23,USD,2025-12-02T06:25:05Z,50.148.157.180,US,7580,Visa,,23,0
10723,10723,Credit Card,Authorize.net,Completed,AUTH581365019,80.56,0.0,2025-12-12T04:14:34Z,,2839.49,USD,2025-12-12T04:14:40Z,164.172.170.240,US,2499,American Express,AUTH-375900,3,0
10724,10724,Credit Card,Square,Refunded,sq_26950692588199,152.99,4941.34,2021-09-13T22:12:00Z,2021-09-21T22:12:00Z,4941.34,USD,2021-09-13T22:12:57Z,220.10.228.111,US,7473,Visa,,16,0
10725,10725,Credit Card,Adyen,Completed,ADY2021138619054,197.35,0.0,2025-11-06T09:12:54Z,,5694.18,USD,2025-11-06T09:13:40Z,25.75.168.54,US,1860,Visa,AUTH-107909,23,0
10726,10726,PayPal,PayPal,Completed,PAY-86055814744,26.59,0.0,2024-05-25T10:05:05Z,,904.08,USD,2024-05-25T10:05:22Z,164.111.170.72,US,,,,9,0
10727,10727,PayPal,Braintree,Completed,bt_93012948437,9.77,0.0,2023-08-10T02:08:46Z,,334.14,USD,2023-08-10T02:09:31Z,98.99.166.27,US,,,,0,0
10728,10728,PayPal,PayPal,Completed,PAY-81528690841,50.57,0.0,2025-07-09T17:10:18Z,,2277.89,USD,2025-07-09T17:10:36Z,148.74.41.1,US,,,,56,0
10729,10729,Credit Card,Square,Completed,sq_57852723720985,368.44,0.0,2025-01-30T04:38:00Z,,13334.98,USD,2025-01-30T04:38:44Z,212.11.25.177,US,2148,MasterCard,AUTH-722138,56,0
10730,10730,PayPal,Braintree,Completed,bt_10406010423,154.0,0.0,2024-10-14T17:57:59Z,,7006.21,USD,2024-10-14T17:58:19Z,138.231.227.228,US,,,,31,0
10731,10731,PayPal,PayPal,Completed,PAY-38963395285,90.27,0.0,2024-09-09T10:49:05Z,,2912.12,USD,2024-09-09T10:50:02Z,137.150.113.148,US,,,,19,0
10732,10732,Credit Card,Braintree,Completed,bt_22947906108,145.09,0.0,2024-09-09T07:45:58Z,,5904.89,USD,2024-09-09T07:46:16Z,89.124.136.59,US,4107,Visa,AUTH-155063,40,0
10733,10733,Credit Card,Square,Completed,sq_29979025268502,153.05,0.0,2022-11-16T14:12:48Z,,4450.46,USD,2022-11-16T14:13:48Z,215.232.129.160,US,8135,MasterCard,AUTH-249754,28,0
10734,10734,Gift Card,Square,Refunded,sq_11333821437067,0.0,3308.84,2025-03-03T16:57:52Z,2025-03-04T16:57:52Z,3308.84,USD,2025-03-03T16:58:41Z,23.88.97.171,US,,,,18,0
10735,10735,Credit Card,Square,Completed,sq_86440131988673,125.85,0.0,2024-01-28T00:45:13Z,,5847.84,USD,2024-01-28T00:45:47Z,103.192.110.66,US,9085,Visa,AUTH-355606,32,1
10736,10736,PayPal,Braintree,Completed,bt_37409775073,61.91,0.0,2024-07-11T23:02:20Z,,3274.7,USD,2024-07-11T23:02:43Z,91.129.66.68,CA,,,,28,2
10737,10737,PayPal,PayPal,Completed,PAY-99280589171,100.59,0.0,2023-03-18T16:37:24Z,,2948.25,USD,2023-03-18T16:38:15Z,19.239.237.14,CA,,,,25,0
10738,10738,Credit Card,Square,Completed,sq_79912515891512,100.21,0.0,2021-06-16T07:02:41Z,,4392.78,USD,2021-06-16T07:03:00Z,101.54.31.179,US,8312,American Express,AUTH-835816,16,0
10739,10739,Credit Card,Stripe,Completed,pi_62369362208286,226.51,0.0,2024-07-22T16:56:12Z,,7389.27,USD,2024-07-22T16:56:41Z,75.148.50.123,US,1808,JCB,AUTH-845942,56,0
10740,10740,Credit Card,Stripe,Completed,pi_17987743690363,3.05,0.0,2024-04-19T10:09:36Z,,89.91,USD,2024-04-19T10:10:28Z,190.127.242.71,US,6177,Visa,AUTH-693754,20,0
10741,10741,Gift Card,Stripe,Completed,pi_20933319205944,0.0,0.0,2025-06-07T03:12:10Z,,2502.94,USD,2025-06-07T03:12:31Z,182.59.77.199,US,,,,12,0
10742,10742,Credit Card,Square,Completed,sq_53222265406229,147.83,0.0,2019-06-09T17:55:54Z,,8733.84,USD,2019-06-09T17:56:21Z,110.72.11.155,US,6689,JCB,AUTH-649618,57,0
10743,10743,Apple Pay,Stripe,Completed,pi_21943509919086,80.51,0.0,2022-02-23T06:05:11Z,,4592.43,USD,2022-02-23T06:05:35Z,156.109.165.18,US,,,,0,0
10744,10744,Credit Card,Authorize.net,Completed,AUTH118412916,61.32,0.0,2022-01-23T15:38:59Z,,2221.31,USD,2022-01-23T15:39:56Z,118.27.107.220,CA,6130,MasterCard,AUTH-523395,31,0
10745,10745,Credit Card,Braintree,Completed,bt_12382282205,184.4,0.0,2025-10-30T13:15:40Z,,11139.13,USD,2025-10-30T13:16:35Z,203.55.246.201,US,2555,American Express,AUTH-841564,18,0
10746,10746,PayPal,Braintree,Completed,bt_72288330683,57.78,0.0,2021-10-21T05:59:45Z,,2249.22,USD,2021-10-21T06:00:31Z,177.91.118.188,US,,,,36,0
10747,10747,Credit Card,Authorize.net,Completed,AUTH306856879,28.79,0.0,2020-12-10T07:07:43Z,,946.48,USD,2020-12-10T07:07:48Z,67.130.200.92,US,5393,MasterCard,AUTH-851337,0,0
10748,10748,Credit Card,Square,Completed,sq_54318215570932,560.38,0.0,2021-12-18T02:00:14Z,,16051.46,USD,2021-12-18T02:00:38Z,58.168.143.11,US,2828,MasterCard,AUTH-481721,36,0
10749,10749,Gift Card,Stripe,Completed,pi_36542638098052,0.0,0.0,2025-09-25T14:02:59Z,,1196.7,USD,2025-09-25T14:03:23Z,76.48.6.160,US,,,,14,1
10750,10750,Apple Pay,Braintree,Completed,bt_35276908922,46.49,0.0,2019-10-09T18:53:38Z,,2761.79,USD,2019-10-09T18:54:13Z,222.166.129.229,US,,,,35,0
10751,10751,PayPal,PayPal,Completed,PAY-74617091860,149.38,0.0,2019-10-09T18:53:37Z,,4482.86,USD,2019-10-09T18:53:45Z,30.80.137.204,US,,,,60,0
10752,10752,Cash on Delivery,COD,Completed,COD010752,0.0,0.0,2021-01-27T22:04:23Z,,7124.11,USD,2021-01-27T22:05:06Z,67.73.170.182,US,,,,16,0
10753,10753,Credit Card,Stripe,Completed,pi_11071233958538,39.47,0.0,2022-12-15T07:05:15Z,,1392.98,USD,2022-12-15T07:05:52Z,1.145.37.7,CA,7664,Visa,AUTH-765578,35,1
10754,10754,PayPal,Braintree,Pending,,0.0,0.0,2025-12-11T11:17:50Z,,4283.14,USD,2025-12-11T11:18:43Z,3.148.249.246,US,,,,18,0
10755,10755,Credit Card,Authorize.net,Completed,AUTH529712516,104.2,0.0,2025-09-16T05:28:57Z,,6469.69,USD,2025-09-16T05:29:41Z,141.105.49.114,US,3066,American Express,AUTH-352257,51,0
10756,10756,Credit Card,Authorize.net,Completed,AUTH240780841,48.16,0.0,2023-04-21T11:03:41Z,,3068.37,USD,2023-04-21T11:03:48Z,17.254.37.232,US,3082,Visa,AUTH-980675,26,0
10757,10757,Credit Card,Authorize.net,Completed,AUTH698704365,72.18,0.0,2023-05-10T03:38:22Z,,2643.49,USD,2023-05-10T03:38:23Z,220.106.139.17,US,2774,Visa,AUTH-977513,62,0
10758,10758,Gift Card,Square,Completed,sq_98206558062240,0.0,0.0,2024-07-25T11:25:18Z,,3020.32,USD,2024-07-25T11:25:29Z,124.91.78.97,US,,,,14,0
10759,10759,Credit Card,Stripe,Refunded,pi_88935945161527,149.62,6837.97,2023-06-19T05:50:28Z,2023-06-26T05:50:28Z,6837.97,USD,2023-06-19T05:51:01Z,88.251.109.73,US,1173,Discover,,0,0
