prod_id,product_name,stock_code,category_ref,cat_name,sub_cat,brand,unit_cost,retail_price,release_date,weight,dimensions,color,size,material,availability_status,inventory_qty,digital_product,avg_customer_rating,review_count,discount_pct
3794,KitchenAid Nightstand Metal,KIT-BEDR-03794,71,Bedroom Furniture,New Arrivals,KitchenAid,364.11,627.05,2016-05-04,20.43,66.4x42.6x20.5,Rose Gold,,Bamboo,Discontinued,5,False,3.7,720,39
3795,Garmin Elite Pro 256GB,GAR-SMAR-03795,11,Smartphones,,Garmin,501.51,671.62,2026-01-19,4.86,17.2x12.0x15.4,Blue,512GB,Glass,Pre-order,0,False,0.0,0,0
3796,Pantene Shampoo V2,PAN-HAIR-03796,34,Hair Care,Bestseller,Pantene,80.66,126.67,2017-12-20,6.89,40.5x60.0x30.1,Beige,,,Active,266,False,3.5,873,0
3797,The Band CD Collection 3,HAC-MUSI-03797,38,Music,Featured,Hachette,34.65,90.39,2024-08-02,0.0,,,,,Active,320,True,3.5,336,15
3798,Silent Waters Blu-ray Gen2,PEN-MOVI-03798,39,Movies,,Penguin,79.9,161.03,2017-06-20,0.0,,,,,Out of Stock,0,True,3.4,18,0
3799,The North Face Mountain Bike Silver,THE-CYCL-03799,31,Cycling,,The North Face,194.75,536.75,2019-10-09,1.88,87.4x27.6x9.0,Blue,,,Active,360,False,3.7,1030,0
3800,Philips BCAA,PHI-FITN-03800,54,Fitness Supplements,Bestseller,Philips,114.43,247.93,2018-01-30,2.06,44.8x66.4x12.2,Purple,,,Discontinued,10,False,4.4,1765,40
3801,Nestle Classic Chips V2,NES-SNAC-03801,45,Snacks,,Nestle,19.29,27.46,2021-05-21,9.61,90.1x53.2x35.3,Rose Gold,,,Active,84,False,4.1,293,40
3802,Garmin Fitness Tracker Black,GAR-WEAR-03802,15,Wearable Technology,,Garmin,488.24,1240.26,2020-08-26,3.8,30.3x44.6x23.4,Space Gray,,Carbon Fiber,Active,80,False,4.7,649,0
3803,"Asus Legion Gaming Laptop 13"" V2",ASU-GAMI-03803,59,Gaming Laptops,,Asus,58.3,132.95,2016-03-08,2.56,52.9x22.1x44.5,Silver,,Plastic,Active,187,False,4.2,1745,0
3804,New Balance Designer Shirt Yellow,NEW-WOME-03804,18,Womens Clothing,Clearance,New Balance,122.07,174.25,2022-01-01,0.97,38.9x72.3x20.0,Gold,XXL,Wool,Active,16,False,4.7,1945,0
3805,"Nikon ZenBook 17""",NIK-ULTR-03805,61,Ultrabooks,,Nikon,171.27,340.83,2018-06-13,3.53,57.7x33.2x10.1,Silver,1TB,Glass,Active,290,False,3.9,1350,0
3806,Kelloggs Natural Pants Gen2,KEL-ORGA-03806,48,Organic Foods,Seasonal,Kelloggs,38.92,82.89,2018-02-11,4.12,26.8x75.2x13.2,Silver,,,Active,442,False,4.2,1579,0
3807,Hot Wheels Fashion Doll V2,HOT-DOLL-03807,43,Dolls,Bestseller,Hot Wheels,48.45,107.65,2023-03-19,6.26,9.6x48.9x50.6,,,,Active,199,False,3.2,73,0
3808,Garmin Plus Pro 128GB,GAR-SMAR-03808,11,Smartphones,,Garmin,560.31,1329.46,2020-04-01,3.22,65.1x38.4x52.9,Gold,128GB,Carbon Fiber,Active,306,False,3.8,877,5
3809,Microsoft Gaming Controller Space Gray,MIC-GAMI-03809,16,Gaming,Bestseller,Microsoft,430.48,1288.52,2025-05-03,3.93,77.3x68.5x58.3,Silver,,Glass,Active,391,False,4.4,4,0
3810,Mattel Empire Board Game 46,MAT-BOAR-03810,41,Board Games,Clearance,Mattel,66.1,95.15,2016-10-20,5.94,32.8x19.9x42.6,Green,,,Active,323,False,4.5,553,0
3811,The North Face Dumbbell Set,THE-STRE-03811,74,Strength Training,Seasonal,The North Face,184.62,448.01,2020-09-26,5.85,34.5x31.1x43.4,,,,Active,333,False,3.7,70,0
3812,Williams-Sonoma Comforter Set Yellow,WIL-BEDD-03812,24,Bedding,Clearance,Williams-Sonoma,194.37,409.66,2018-09-20,13.75,25.1x41.5x11.6,Space Gray,,Fabric,Active,307,False,3.8,5,10
3813,KitchenAid Garden Tool Set Edition,KIT-GARD-03813,25,Garden Supplies,,KitchenAid,318.73,490.37,2025-11-05,5.91,24.4x60.3x18.7,Gold,,Plastic,Active,53,False,4.2,961,0
3814,Under Armour Leather Belt Gray,UND-ACCE-03814,21,Accessories,,Under Armour,126.94,276.09,2018-11-24,0.46,17.3x72.5x24.6,Black,S,Linen,Active,81,False,4.5,1811,0
3815,Centrum Sleep Tracker Plus,CEN-WELL-03815,56,Wellness Devices,,Centrum,151.42,298.55,2017-12-25,5.64,32.2x27.2x3.2,,,,Active,145,False,4.0,1360,0
3816,Journey Home Blu-ray 26,WAR-MOVI-03816,39,Movies,,Warner Bros,74.4,139.4,2019-11-17,0.0,,,,,Archive,13,True,4.8,4,0
3817,"Microsoft ThinkPad 7000 15.6""",MIC-BUSI-03817,60,Business Laptops,,Microsoft,576.74,1031.34,2021-10-18,1.95,80.4x48.5x2.4,Blue,256GB,Glass,Discontinued,18,False,4.3,689,25
3818,Asus Wireless Headphones Navy Plus,ASU-HEAD-03818,62,Headphones,Seasonal,Asus,362.08,642.38,2022-07-15,0.88,92.0x13.5x20.4,White,,Plastic,Active,133,False,4.3,1509,40
3819,Adidas Dumbbell Set V2,ADI-STRE-03819,74,Strength Training,Seasonal,Adidas,180.1,377.35,2026-04-07,4.74,50.8x80.0x28.7,Green,,,Pre-order,0,False,0.0,0,0
3820,Columbia Camping Tent V2,COL-OUTD-03820,28,Outdoor Recreation,,Columbia,59.69,173.79,2023-04-02,8.74,32.4x66.5x5.5,,,,Active,345,False,4.2,227,0
3821,Kraft Organic Pasta Gen2,KRA-PANT-03821,47,Pantry Staples,Seasonal,Kraft,6.11,16.58,2019-10-14,4.31,71.2x75.7x9.8,Green,,,Active,153,False,2.8,1650,0
3822,Under Armour Kids Hoodie Purple,UND-KIDS-03822,19,Kids Clothing,Bestseller,Under Armour,28.5,54.53,2026-02-01,0.94,60.2x62.6x40.4,Red,S,Silk,Pre-order,0,False,0.0,0,0
3823,Columbia Treadmill Pro 13,COL-CARD-03823,73,Cardio Machines,,Columbia,32.82,92.39,2024-05-23,1.41,49.8x26.8x21.9,Silver,,,Discontinued,10,False,3.7,1033,50
3824,Fitbit Vitamin C Plus,FIT-VITA-03824,53,Vitamins,Bestseller,Fitbit,147.89,411.61,2026-03-11,7.76,18.4x31.4x46.3,,,,Pre-order,0,False,0.0,0,0
3825,The Great Adventure by John Smith Paperback Plus,SIM-FICT-03825,36,Fiction,Featured,Simon & Schuster,61.65,90.41,2016-05-14,0.0,,Space Gray,,,Out of Stock,0,True,5.0,1515,0
3826,Columbia Treadmill Home Gym Edition,COL-EXER-03826,27,Exercise Equipment,Featured,Columbia,79.04,216.21,2026-02-02,6.37,52.5x10.5x33.6,Blue,,,Pre-order,0,False,0.0,0,0
3827,GNC Pulse Oximeter 75,GNC-WELL-03827,56,Wellness Devices,,GNC,161.34,436.1,2025-03-08,8.5,83.4x49.7x18.8,,,,Active,334,False,4.1,14,50
3828,Unilever Coffee Beans V2,UNI-BEVE-03828,46,Beverages,Bestseller,Unilever,9.23,23.73,2018-03-03,6.17,44.1x38.4x36.6,Space Gray,,,Active,273,False,3.7,606,0
3829,The Great Adventure by Emily White Paperback Plus,RAN-FICT-03829,36,Fiction,Featured,Random House,76.98,223.5,2023-01-09,0.0,,,,,Active,179,True,4.0,1454,0
3830,"Asus E14 Laptop 15.6"" 128GB",ASU-LAPT-03830,12,Laptops,Bestseller,Asus,278.08,442.47,2023-11-10,1.72,11.6x12.0x13.4,Black,1TB,Carbon Fiber,Active,394,False,4.4,1046,20
3831,Fisher-Price Doll House Set Edition,FIS-DOLL-03831,43,Dolls,Bestseller,Fisher-Price,10.44,28.72,2022-05-30,5.23,47.6x65.8x29.0,Purple,,,Active,96,False,4.7,1210,0
3832,Zara Mens Chair Yellow XL,ZAR-MENS-03832,17,Mens Clothing,New Arrivals,Zara,146.31,243.13,2024-07-03,0.73,59.4x10.8x21.5,Navy,S,Wool,Archive,1,False,4.8,2,10
3833,Silent Waters Blu-ray 32,UNI-MOVI-03833,39,Movies,,Universal,40.16,101.59,2022-03-21,0.0,,,,,Active,242,True,4.6,595,25
3834,Kelloggs Green Tea Gen2,KEL-BEVE-03834,46,Beverages,Bestseller,Kelloggs,25.34,67.24,2023-06-01,0.49,34.1x52.6x32.5,Navy,,,Active,17,False,4.9,1986,10
3835,Mattel Building Block Set 66,MAT-BUIL-03835,42,Building Sets,,Mattel,7.93,19.76,2016-10-01,9.11,82.0x59.7x51.5,,,,Active,53,False,3.5,1382,0
3836,Journey Home by John Smith Gen2,UNI-NONF-03836,37,Non-Fiction,Featured,Universal,30.17,58.8,2025-02-24,0.0,,Beige,,,Archive,2,True,5.0,2,0
3837,3M Socket Set,3M-TOOL-03837,51,Tools,,3M,98.56,144.03,2022-07-31,2.76,40.5x37.1x24.7,,,,Active,359,False,3.7,696,0
3838,"Asus Spectre x360 27""",ASU-ULTR-03838,61,Ultrabooks,,Asus,796.78,1032.34,2025-09-16,1.99,83.9x73.9x30.6,White,64GB,Plastic,Active,491,False,4.0,1661,30
3839,Asus Over-Ear Headphones Gray Plus,ASU-HEAD-03839,62,Headphones,Seasonal,Asus,383.29,1023.18,2017-10-13,2.86,49.2x35.4x53.5,Silver,256GB,Stainless Steel,Active,414,False,4.5,739,40
3840,Weber Nightstand Wood,WEB-BEDR-03840,71,Bedroom Furniture,New Arrivals,Weber,175.19,221.5,2023-05-01,35.4,61.2x8.0x17.3,Orange,,Bamboo,Active,449,False,4.4,1680,0
3841,Garmin Pro Smartphone 512GB Space Gray,GAR-SMAR-03841,11,Smartphones,,Garmin,554.2,990.69,2023-11-18,3.87,18.3x22.6x20.9,Space Gray,512GB,Stainless Steel,Out of Stock,0,False,2.9,152,0
3842,Mystery of Time by Emily White Paperback 74,SON-FICT-03842,36,Fiction,Featured,Sony Music,51.83,146.16,2025-06-14,0.0,,,,,Discontinued,0,True,4.5,5,28
3843,Apple Digital Camera White Plus,APP-CAME-03843,14,Cameras,,Apple,135.52,342.42,2019-04-18,3.2,49.8x35.7x55.2,Silver,128GB,Glass,Out of Stock,0,False,4.2,563,0
3844,H&M Mens Dress Pants Beige,HM-MENS-03844,65,Mens Pants,,H&M,80.77,178.26,2018-03-09,1.98,12.6x8.1x45.3,Gold,XS,Silk,Active,355,False,4.1,305,0
3845,Kraft Granola Bars,KRA-SNAC-03845,45,Snacks,,Kraft,29.02,49.31,2022-06-08,3.34,44.0x58.6x17.7,,,,Active,446,False,3.7,26,0
3846,KitchenAid Table Lamp Yellow,KIT-HOME-03846,26,Home Decor,,KitchenAid,248.61,687.31,2024-08-15,48.99,56.9x65.2x23.5,Silver,,,Active,244,False,4.8,864,0
3847,New Balance Cocktail Dress Gray,NEW-DRES-03847,67,Dresses,Bestseller,New Balance,67.97,99.53,2020-05-28,0.51,65.5x27.3x12.0,Rose Gold,M,Denim,Active,286,False,4.6,390,5
3848,Philips Whey Protein,PHI-FITN-03848,54,Fitness Supplements,Bestseller,Philips,172.13,218.95,2016-09-30,3.42,12.8x74.7x30.7,,,,Out of Stock,0,False,3.0,4,0
3849,Adidas Scarf Red,ADI-ACCE-03849,21,Accessories,,Adidas,49.08,83.22,2020-09-30,0.58,25.7x41.6x9.5,Blue,XXL,Nylon,Active,383,False,4.3,1225,0
3850,Pantene Shampoo,PAN-HAIR-03850,34,Hair Care,Bestseller,Pantene,137.2,236.49,2018-07-30,7.96,74.8x59.0x37.2,,,,Active,338,False,4.5,101,25
3851,Braun Vitamin C V2,BRA-VITA-03851,53,Vitamins,Bestseller,Braun,78.05,175.06,2019-09-15,5.35,5.6x72.4x30.3,Blue,,,Active,330,False,3.8,45,0
3852,Michelin Floor Mats,MIC-CARA-03852,50,Car Accessories,New Arrivals,Michelin,244.21,653.59,2024-07-28,1.53,94.3x63.9x33.9,White,,,Out of Stock,0,False,3.6,613,0
3853,Nike Barbell Set 32,NIK-STRE-03853,74,Strength Training,Seasonal,Nike,153.75,231.28,2025-02-21,1.99,63.5x26.2x43.9,Gray,,,Active,349,False,3.7,773,0
3854,Funko Fashion Doll Plus,FUN-DOLL-03854,43,Dolls,Bestseller,Funko,22.74,61.74,2020-08-09,8.88,91.9x46.6x44.3,Blue,,,Active,214,False,3.9,576,0
3855,Apple Mirrorless Camera Kit,APP-CAME-03855,14,Cameras,,Apple,408.39,576.64,2020-08-18,2.99,77.7x76.3x51.6,Space Gray,,Aluminum,Active,117,False,4.3,517,30
3856,Kelloggs Organic Table,KEL-ORGA-03856,48,Organic Foods,Seasonal,Kelloggs,12.63,17.7,2019-09-21,1.22,94.9x49.9x37.9,Gold,,,Discontinued,2,False,3.2,1053,36
3857,Barbie Fashion Doll 7,BAR-DOLL-03857,43,Dolls,Bestseller,Barbie,63.23,150.0,2016-02-23,1.06,48.2x5.5x17.7,,,,Active,331,False,4.3,472,25
3858,Maybelline Lipstick Yellow Plus,MAY-MAKE-03858,33,Makeup,Featured,Maybelline,132.69,190.77,2024-12-23,7.31,94.7x13.1x31.6,,,,Active,458,False,3.3,1913,0
3859,Barbie Strategy Game Edition,BAR-BOAR-03859,41,Board Games,Clearance,Barbie,47.67,90.26,2019-01-28,2.48,95.4x51.8x27.2,Black,,,Out of Stock,0,False,3.2,1949,0
3860,"Microsoft Predator Gaming 27"" Edition",MIC-GAMI-03860,59,Gaming Laptops,,Microsoft,597.38,1730.96,2016-11-24,3.21,37.2x57.3x7.0,Blue,,Aluminum,Active,465,False,3.6,1504,20
3861,Dyson Decorative Vase Orange,DYS-HOME-03861,26,Home Decor,,Dyson,258.74,510.32,2025-09-12,32.17,71.8x17.3x54.9,,,Fabric,Active,176,False,3.8,671,0
3862,Nike Exercise Bike Edition,NIK-CARD-03862,73,Cardio Machines,,Nike,30.24,71.54,2021-08-29,0.43,71.0x51.4x8.2,Navy,,,Active,283,False,4.6,1,0
3863,Yeti Fitness Shirt Edition,YET-EXER-03863,27,Exercise Equipment,Featured,Yeti,189.54,310.44,2016-02-16,3.93,91.7x64.9x33.9,Purple,,,Active,257,False,3.5,1449,30
3864,Adidas Hiking Backpack Black,ADI-OUTD-03864,28,Outdoor Recreation,,Adidas,146.33,256.22,2025-07-20,7.24,30.0x13.5x57.5,Navy,,,Active,145,False,4.2,1718,0
3865,Puma Summer Dress Blue,PUM-DRES-03865,67,Dresses,Bestseller,Puma,105.07,258.15,2016-01-20,0.86,39.5x17.1x53.9,White,XS,Nylon,Discontinued,14,False,4.2,1367,45
3866,Michelin Socket Set 67,MIC-TOOL-03866,51,Tools,,Michelin,118.88,314.41,2017-06-20,2.21,37.8x30.9x46.5,Blue,,,Active,304,False,3.5,819,0
3867,Zara Mens Dress Shirt Pink XL,ZAR-MENS-03867,64,Mens Shirts,Seasonal,Zara,23.42,56.4,2023-11-07,0.88,46.0x48.1x57.7,Green,XXL,Polyester,Active,469,False,4.1,424,30
3868,Patagonia Cycling Jersey Orange,PAT-CYCL-03868,31,Cycling,,Patagonia,27.14,75.34,2022-10-12,2.87,56.7x74.4x2.6,,,,Active,380,False,3.7,156,0
3869,Weber Kitchen Chair Set,WEB-KITC-03869,23,Kitchen,Bestseller,Weber,138.27,184.5,2016-10-22,17.5,83.5x11.2x20.7,Brown,,,Active,120,False,4.5,1550,40
3870,Coleman Hiking Backpack Rose Gold,COL-OUTD-03870,28,Outdoor Recreation,,Coleman,75.41,206.74,2023-04-24,3.73,13.9x40.7x45.1,,,,Active,220,False,3.9,808,0
3871,Kelloggs Olive Oil Gen2,KEL-PANT-03871,47,Pantry Staples,Seasonal,Kelloggs,11.73,17.27,2020-07-11,0.46,10.1x24.2x26.5,,,,Out of Stock,0,False,4.2,1391,0
3872,Dove Eau de Parfum 30,DOV-FRAG-03872,35,Fragrances,New Arrivals,Dove,80.96,163.77,2026-04-14,1.25,5.0x72.5x19.6,,,,Pre-order,0,False,0.0,0,0
3873,Craftsman Floor Mats 66,CRA-CARA-03873,50,Car Accessories,New Arrivals,Craftsman,92.12,252.44,2024-07-11,1.6,49.1x65.9x19.8,,,,Active,103,False,4.3,378,40
3874,LEGO STEM Learning Kit Gen2,LEG-EDUC-03874,44,Educational Toys,Seasonal,LEGO,58.02,82.74,2018-03-25,2.18,5.4x77.2x55.8,,,,Active,459,False,4.0,1185,0
3875,Optimum Nutrition Pre-Workout 50,OPT-FITN-03875,54,Fitness Supplements,Bestseller,Optimum Nutrition,98.52,206.68,2017-06-04,2.77,38.6x46.7x2.7,,,,Out of Stock,0,False,3.8,989,0
3876,Adidas Womens Chair Black M,ADI-WOME-03876,18,Womens Clothing,Clearance,Adidas,121.55,191.75,2025-09-02,0.88,34.9x78.8x45.7,Gray,XXL,Nylon,Active,27,False,3.2,5,0
3877,Canon Over-Ear Headphones Black,CAN-HEAD-03877,62,Headphones,Seasonal,Canon,131.01,196.05,2023-04-28,4.98,80.0x56.1x46.5,Black,,Stainless Steel,Out of Stock,0,False,4.1,1852,0
3878,Tommy Hilfiger Mens Jeans Orange M,TOM-MENS-03878,65,Mens Pants,,Tommy Hilfiger,118.91,304.28,2018-08-24,1.53,64.1x59.3x12.9,Gold,S,Polyester,Active,147,False,3.4,1582,0
3879,Adidas Yoga Mat White V2,ADI-YOGA-03879,75,Yoga & Pilates,Bestseller,Adidas,126.29,243.34,2018-01-08,7.48,89.8x38.6x47.2,Gold,,,Active,198,False,3.9,1862,30
3880,Dove Eyeshadow Palette 26,DOV-MAKE-03880,33,Makeup,Featured,Dove,148.66,219.53,2017-02-07,2.64,33.4x56.2x3.8,Navy,,,Active,450,False,4.1,1043,0
3881,Nintendo Quest Board Game 52,NIN-BOAR-03881,41,Board Games,Clearance,Nintendo,64.44,185.57,2024-04-24,9.96,16.3x9.2x15.7,Rose Gold,,,Active,115,False,3.7,1599,0
3882,Hot Wheels Strategy Game V2,HOT-BOAR-03882,41,Board Games,Clearance,Hot Wheels,28.22,67.67,2019-10-07,2.83,62.8x36.0x15.4,,,,Active,192,False,4.1,684,0
3883,Coleman Weight Bench,COL-STRE-03883,74,Strength Training,Seasonal,Coleman,139.91,375.15,2022-07-17,5.9,47.7x58.9x19.5,,,,Active,26,False,4.3,1359,10
3884,Under Armour Bike Helmet Space Gray,UND-CYCL-03884,31,Cycling,,Under Armour,117.1,184.84,2022-07-20,1.02,37.0x57.1x54.9,,,,Discontinued,20,False,4.0,1420,48
3885,Canon iPhone 15 Pro Max 256GB,CAN-IPHO-03885,57,iPhone,,Canon,563.13,1331.66,2017-11-26,4.54,34.2x58.1x20.4,Silver,,Stainless Steel,Active,101,False,4.1,627,0
3886,Gap Classic Table Gold,GAP-MENS-03886,17,Mens Clothing,New Arrivals,Gap,85.85,144.91,2023-10-22,1.96,69.2x65.2x37.1,Purple,XXL,Wool,Active,298,False,3.7,1009,0
3887,Sony OnePlus 15 128GB,SON-ANDR-03887,58,Android Phones,,Sony,179.73,258.51,2023-08-25,2.79,50.3x76.1x10.8,Gold,32GB,Plastic,Discontinued,7,False,4.6,573,58
3888,Optimum Nutrition Massage Gun Gen2,OPT-WELL-03888,56,Wellness Devices,,Optimum Nutrition,60.65,178.71,2017-02-20,1.4,69.1x22.9x42.6,Brown,,,Active,24,False,4.4,872,0
3889,General Mills Olive Oil 9,GEN-PANT-03889,47,Pantry Staples,Seasonal,General Mills,46.5,117.94,2025-04-29,6.82,22.5x28.8x59.7,,,,Active,248,False,4.7,459,50
3890,Adidas Resistance Band Set Gen2,ADI-YOGA-03890,75,Yoga & Pilates,Bestseller,Adidas,66.2,129.19,2017-10-18,6.26,29.0x57.8x29.9,,,,Discontinued,10,False,3.9,1552,63
3891,Pantene Cologne 55,PAN-FRAG-03891,35,Fragrances,New Arrivals,Pantene,62.83,142.4,2023-06-23,3.35,68.5x36.9x56.1,Navy,,,Active,483,False,4.2,694,0
3892,Hot Wheels Empire Board Game 95,HOT-BOAR-03892,41,Board Games,Clearance,Hot Wheels,70.69,139.52,2019-11-19,4.33,50.2x73.6x18.1,Purple,,,Active,338,False,4.1,1919,0
3893,Gap Athletic Shoes Navy,GAP-FOOT-03893,20,Footwear,Seasonal,Gap,27.0,66.97,2021-04-17,0.91,41.4x23.9x16.2,White,L,Silk,Active,441,False,4.4,324,0
3894,"Samsung Predator Gaming 15.6"" V2",SAM-GAMI-03894,59,Gaming Laptops,,Samsung,363.63,744.05,2020-09-05,2.33,65.0x16.1x24.7,Blue,,Carbon Fiber,Active,286,False,4.6,1137,0
3895,Yeti Sleeping Bag 25,YET-OUTD-03895,28,Outdoor Recreation,,Yeti,144.75,360.43,2025-05-06,9.0,95.6x50.1x50.0,Orange,,,Active,297,False,3.7,605,5
3896,Columbia Yoga Mat Silver,COL-YOGA-03896,75,Yoga & Pilates,Bestseller,Columbia,159.11,397.53,2023-08-05,2.41,95.9x9.6x6.0,,,,Active,325,False,4.1,1889,0
3897,Weber Office Cabinet Leather,WEB-FURN-03897,22,Furniture,,Weber,204.95,437.8,2018-06-09,4.01,63.3x36.7x17.9,Gold,,Plastic,Active,316,False,4.0,501,0
3898,Mystery of Time Guide Book Plus,RAN-NONF-03898,37,Non-Fiction,Featured,Random House,78.57,186.69,2019-03-10,0.0,,Brown,,,Active,245,True,3.8,5,0
3899,LG Over-Ear Headphones Rose Gold Gen2,LG-HEAD-03899,62,Headphones,Seasonal,LG,101.58,279.73,2023-02-07,0.77,25.9x62.3x24.2,White,1TB,Aluminum,Active,66,False,3.5,244,0
3900,LEGO Building Block Set Plus,LEG-BUIL-03900,42,Building Sets,,LEGO,39.26,115.15,2019-04-02,3.7,71.7x77.2x35.5,,,,Active,336,False,4.1,1998,0
3901,Barbie Science Experiment Set Gen2,BAR-EDUC-03901,44,Educational Toys,Seasonal,Barbie,77.47,117.82,2018-02-08,1.24,13.9x75.6x17.2,,,,Active,12,False,4.0,1855,0
3902,Nature Made Sleep Tracker 77,NAT-WELL-03902,56,Wellness Devices,,Nature Made,62.34,150.46,2022-07-25,2.48,56.0x62.8x39.6,,,,Active,311,False,4.3,1428,15
3903,Michelin Tool Box Gen2,MIC-TOOL-03903,51,Tools,,Michelin,287.76,611.72,2022-05-24,8.83,26.3x54.0x35.8,,,,Active,22,False,3.8,29,50
3904,Funko Warrior Action Figure V2,FUN-ACTI-03904,40,Action Figures,New Arrivals,Funko,35.3,84.49,2022-07-01,4.43,14.4x18.9x33.0,Rose Gold,,,Active,65,False,4.4,26,0
3905,LOreal Cologne 52,LOR-FRAG-03905,35,Fragrances,New Arrivals,LOreal,40.58,60.86,2019-12-04,7.83,68.8x78.5x11.2,Rose Gold,,,Active,282,False,3.3,2,0
3906,Bosch Tire Shine Gen2,BOS-CARC-03906,52,Car Care,Featured,Bosch,157.28,307.43,2021-04-11,2.15,90.2x60.9x11.1,Green,,,Active,357,False,4.9,1580,0
3907,REI Yoga Mat Beige Gen2,REI-YOGA-03907,75,Yoga & Pilates,Bestseller,REI,149.45,354.29,2023-03-21,5.23,41.6x47.5x32.7,Brown,,,Active,323,False,4.6,450,0
3908,Kraft Sea Salt Chips,KRA-SNAC-03908,45,Snacks,,Kraft,48.27,126.58,2023-08-07,5.94,83.7x45.6x46.2,,,,Active,48,False,4.1,1241,0
3909,New Balance Summer Dress Yellow,NEW-DRES-03909,67,Dresses,Bestseller,New Balance,134.9,309.29,2019-08-22,1.02,55.1x50.9x41.3,Silver,XS,Polyester,Active,170,False,4.4,922,15
3910,Olay Cologne Edition,OLA-FRAG-03910,35,Fragrances,New Arrivals,Olay,30.68,87.71,2018-07-21,7.92,66.6x14.2x59.1,Gray,,,Discontinued,8,False,3.5,1549,21
3911,Levis Leather Belt Pink,LEV-ACCE-03911,21,Accessories,,Levis,50.57,84.87,2017-04-07,1.12,37.1x7.6x58.8,Silver,M,Cotton,Active,443,False,3.8,1662,0
3912,Omron Pulse Oximeter V2,OMR-WELL-03912,56,Wellness Devices,,Omron,141.72,277.81,2021-07-21,8.39,30.0x31.4x37.2,,,,Active,64,False,4.6,816,20
3913,Optimum Nutrition Blood Pressure Monitor Edition,OPT-MEDI-03913,55,Medical Supplies,Seasonal,Optimum Nutrition,77.39,168.34,2019-03-14,7.99,32.8x38.8x50.0,Yellow,,,Active,34,False,4.0,452,30
3914,Gap Athletic Shoes White,GAP-FOOT-03914,20,Footwear,Seasonal,Gap,54.95,158.41,2018-11-04,1.02,7.5x69.9x15.8,Black,XS,Linen,Active,450,False,3.9,1497,0
3915,Braun Whey Protein 28,BRA-FITN-03915,54,Fitness Supplements,Bestseller,Braun,98.97,220.57,2019-08-11,4.68,40.8x77.9x49.6,Green,,,Discontinued,8,False,4.2,844,51
3916,Dyson Cotton Sheet Set Rose Gold 59,DYS-BEDD-03916,24,Bedding,Clearance,Dyson,319.58,651.07,2019-10-22,33.0,57.8x35.4x52.1,Orange,,,Active,102,False,3.8,1757,0
3917,Mattel Building Block Set Gen2,MAT-BUIL-03917,42,Building Sets,,Mattel,23.34,49.82,2024-11-19,9.83,12.8x21.7x41.2,,,,Active,363,False,4.7,59,15
3918,Apple Latitude X1,APP-BUSI-03918,60,Business Laptops,,Apple,417.51,1212.38,2017-03-29,0.88,25.5x16.6x15.0,Black,128GB,Plastic,Active,65,False,3.6,1908,0
3919,Maybelline Facial Cleanser V2,MAY-SKIN-03919,32,Skincare,,Maybelline,96.39,173.08,2018-06-10,0.9,61.4x78.4x21.1,Gray,,,Active,292,False,3.7,1133,40
3920,H&M Mens Winter Coat Blue,HM-MENS-03920,66,Mens Outerwear,Seasonal,H&M,135.52,256.14,2018-09-16,0.44,13.6x28.0x27.7,Gold,S,Silk,Active,424,False,3.8,1671,15
3921,Ralph Lauren Womens Sweater Gold,RAL-TOPS-03921,68,Tops,,Ralph Lauren,37.17,93.58,2016-08-08,1.44,76.1x76.4x51.4,Gold,XXL,Wool,Active,169,False,3.9,124,0
3922,Organic Valley Organic Chair Plus,ORG-ORGA-03922,48,Organic Foods,Seasonal,Organic Valley,17.39,30.36,2020-10-02,8.81,74.1x47.3x34.6,Black,,,Archive,7,False,0.0,0,5
3923,Olay Styling Gel V2,OLA-HAIR-03923,34,Hair Care,Bestseller,Olay,72.03,110.83,2023-09-13,3.13,22.5x43.0x22.1,Green,,,Active,382,False,4.1,1917,0
3924,Crate & Barrel Nightstand Wood,CRA-BEDR-03924,71,Bedroom Furniture,New Arrivals,Crate & Barrel,252.12,316.17,2022-02-04,6.85,85.4x26.2x24.5,Beige,,Fabric,Active,231,False,4.1,472,0
3925,JBL Over-Ear Headphones Brown,JBL-HEAD-03925,62,Headphones,Seasonal,JBL,439.16,653.59,2024-01-28,4.51,60.8x8.4x53.4,Blue,,Aluminum,Active,109,False,3.8,1610,10
3926,Yeti Weight Bench Plus,YET-STRE-03926,74,Strength Training,Seasonal,Yeti,131.34,178.94,2019-12-05,7.14,43.7x30.0x28.7,,,,Active,244,False,4.4,1273,5
3927,Silent Waters Hardcover Edition 88,UNI-FICT-03927,36,Fiction,Featured,Universal,38.9,81.64,2018-05-08,0.0,,,,,Out of Stock,0,True,4.6,917,0
3928,LOreal Body Mist,LOR-FRAG-03928,35,Fragrances,New Arrivals,LOreal,96.18,142.46,2022-02-26,1.11,51.7x74.5x32.4,,,,Active,295,False,5.0,1643,0
3929,Columbia Weight Bench Plus,COL-STRE-03929,74,Strength Training,Seasonal,Columbia,79.63,182.87,2019-10-24,0.84,21.3x46.8x30.6,Silver,,,Active,154,False,3.9,1680,50
3930,Centrum Multivitamin 87,CEN-VITA-03930,53,Vitamins,Bestseller,Centrum,59.31,77.1,2017-08-06,6.27,68.7x6.6x14.8,Beige,,,Active,401,False,4.6,1742,10
