cart_id,cart_status,cart_added_date,cart_total_value,cart_items_count,cart_avg_item_price,device_used,abandoned_cart_category,session_converted,first_added_date,last_added_date,customer_id,session_id,time_in_cart_days,time_in_cart_hours,cart_status_derived,cart_abandonment_reason,cart_value_tier,cart_size_category,abandonment_risk_score,recovery_potential_score
303,Active,2024-01-16 03:15:03,1140.42,3,174.93666666666664,Mobile,,0.0,2024-01-16 14:14:02,2024-01-19 13:15:55,304,4c09fa30-103d-4f96-bca2-94eab3550491,736.0,17664.0,Active,N/A - Active,High Value,Small,1024.5459333333336,0
304,Deleted,2025-06-08 16:13:40,1031.75,4,211.3075,Mobile,,0.0,2025-06-12 21:10:39,2025-06-20 11:15:03,482,234f1595-59e8-4e52-bc30-847c9493406c,223.0,5352.0,Abandoned,High Value - Price Concern,High Value,Small,340.28583333333336,25
305,Active,2023-11-05 06:09:53,3073.25,5,344.86800000000005,Wearable,,0.0,2023-11-05 09:20:18,2023-11-07 04:28:55,107,5279cbe3-751f-4c44-b386-0abbe2a182b6,808.0,19392.0,Active,N/A - Active,High Value,Medium,1184.5308333333332,0
306,Converted,2025-04-29 04:52:47,1136.74,1,568.37,Desktop,,0.0,2025-04-29 14:23:27,2025-04-29 14:23:27,260,a84b4350-2205-4ca6-9ce7-10ba864caff0,267.0,6408.0,Abandoned,High Value - Price Concern,High Value,Single Item,393.10220000000004,25
307,Converted,2023-10-21 05:12:39,0.0,0,0.0,Mobile,,0.0,,,355,85e2be22-8cbc-4143-9687-fb30f2532030,,,Abandoned,Mobile - Checkout Friction,Very Low Value,Single Item,,25
308,Active,2022-10-21 13:26:44,3266.81,5,276.53,Desktop,,0.0,2022-10-21 14:33:35,2022-10-25 09:10:22,236,a8f7c3a9-b5dd-41b5-8d53-2246d15aa1e6,1188.0,28512.0,Active,N/A - Active,High Value,Medium,1697.0043,0
309,Abandoned,2024-07-21 04:45:15,3023.7,1,1007.9,Desktop,,1.0,2024-07-21 15:30:34,2024-07-21 15:30:34,162,b863cb1c-3e25-4a00-a225-0bdc130f2465,549.0,13176.0,Abandoned,High Value - Price Concern,High Value,Single Item,825.7109999999999,25
310,Converted,2025-02-02 22:46:13,2234.89,4,410.2725,Desktop,,0.0,2025-02-02 23:37:47,2025-02-03 01:18:27,162,4e7e8bba-3646-4603-af45-e068b92b0c01,353.0,8472.0,Abandoned,High Value - Price Concern,High Value,Small,549.7133666666667,25
311,Converted,2020-10-13 07:16:44,697.64,1,348.82,Desktop,,0.0,2020-10-14 16:14:59,2020-10-14 16:14:59,448,df85d361-6c99-4660-af36-055dc1ffc6ad,1925.0,46200.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,2590.5958666666675,25
312,Deleted,2025-11-24 18:53:25,857.73,3,285.91,Desktop,,0.0,2025-11-30 10:50:08,2025-12-11 18:38:44,483,cdf6e488-1b54-473f-beab-3c14996a93a8,52.0,1248.0,Abandoned,High Value - Price Concern,Medium Value,Small,104.06523333333332,25
313,Deleted,2024-10-18 10:28:16,535.9,2,267.95,Desktop,,0.0,2024-10-25 06:28:12,2024-11-07 07:46:09,106,a1bc6816-d719-410e-8bb6-74ce46d4e459,453.0,10872.0,Abandoned,High Value - Price Concern,Medium Value,Small,626.077,25
314,Abandoned,2023-06-15 00:51:52,3431.25,3,622.74,Desktop,,0.0,2023-06-15 01:41:10,2023-06-15 02:14:47,481,fd973efe-d6dd-4d26-9c2a-2fb007210f65,951.0,22824.0,Abandoned,High Value - Price Concern,High Value,Small,1379.9375,25
315,Deleted,2025-11-21 02:57:45,1060.52,3,246.91666666666666,Desktop,,0.0,2025-11-27 17:41:14,2025-12-03 07:58:35,49,8ea2f0d1-57e0-4a03-bd58-be43a71619b9,55.0,1320.0,Abandoned,High Value - Price Concern,High Value,Small,114.14893333333333,25
316,Abandoned,2019-09-22 01:43:10,3052.08,1,1017.36,Desktop,,0.0,2019-09-22 02:53:02,2019-09-22 02:53:02,139,2f67043f-dbf6-4733-bf6f-077dce442a26,2313.0,55512.0,Abandoned,High Value - Price Concern,High Value,Single Item,3178.5624000000003,25
317,Active,2022-01-01 18:14:32,2180.29,5,227.144,,,,2022-01-02 12:11:10,2022-01-07 22:34:48,3,5748da89-c21d-4877-bfa6-2372e0747256,1480.0,35520.0,Active,N/A - Active,High Value,Medium,2053.7420333333334,0
318,Deleted,2025-12-06 07:56:19,2471.99,4,301.4475,,,,2025-12-08 11:11:51,2025-12-24 06:08:59,378,d5135a95-d3e1-4859-9cd7-c432c9351b7b,44.0,1056.0,Abandoned,High Value - Price Concern,High Value,Small,144.82636666666667,25
319,Active,2025-02-08 05:38:52,1782.69,3,260.90000000000003,Mobile,,0.0,2025-02-08 11:48:31,2025-02-08 17:09:29,446,6e379e33-f439-47ac-a31a-d87654eefd1f,347.0,8328.0,Active,N/A - Active,High Value,Small,525.1473666666667,0
320,Abandoned,2025-08-06 23:10:30,4532.83,3,655.0433333333334,Tablet,,0.0,2025-08-07 03:33:30,2025-08-07 06:06:15,32,50929c04-36ee-4962-b504-0b094d11fa0f,167.0,4008.0,Abandoned,High Value - Price Concern,High Value,Small,367.6515666666666,25
321,Active,2024-01-08 18:35:30,51.56,1,25.78,Desktop,,0.0,2024-01-09 05:42:25,2024-01-09 05:42:25,332,19f9f346-ab14-4c6a-9803-f5c5195c142e,743.0,17832.0,Active,N/A - Active,Very Low Value,Single Item,995.2134666666666,0
322,Abandoned,2025-02-05 07:11:09,312.13,2,113.625,Mobile,,0.0,2025-02-05 09:20:07,2025-02-05 10:44:11,21,3c8232b6-34f8-4ff1-8312-424a0116c87b,350.0,8400.0,Abandoned,Long Time - Lost Interest,Low Value,Small,482.03056666666663,25
323,Converted,2021-01-14 12:12:16,2574.6,3,589.2333333333332,Mobile,,0.0,2021-01-14 13:38:11,2021-01-14 18:18:39,334,4c682492-d310-4ba5-aea5-938970f013c2,1833.0,43992.0,Abandoned,High Value - Price Concern,High Value,Small,2530.238,25
324,Active,2023-07-07 00:09:39,1480.96,3,493.65333333333336,,,,2023-07-10 03:11:56,2023-07-11 16:52:51,281,509715ca-b014-49db-87b4-5a7d110641ec,926.0,22224.0,Active,N/A - Active,High Value,Small,1288.0954666666667,0
325,Active,2025-08-06 05:54:55,226.64,2,40.03,Mobile,,0.0,2025-08-09 06:43:22,2025-08-10 22:42:27,2,b39912be-6345-45b5-9f28-a44aac7fab17,165.0,3960.0,Active,N/A - Active,Low Value,Small,232.7992,0
326,Active,2025-08-27 17:14:34,1550.6,3,182.91,Tablet,,0.0,2025-08-29 16:53:31,2025-09-01 07:45:04,460,7eebd97c-9981-44d4-9fa8-0715e8bb0621,145.0,3480.0,Active,N/A - Active,High Value,Small,248.85133333333332,0
327,Abandoned,2024-08-26 18:20:04,1093.1799999999998,3,282.09666666666664,Desktop,,0.0,2024-08-26 20:03:26,2024-08-26 20:22:19,52,e1e7a723-0461-4e16-ae15-9ee74289d709,513.0,12312.0,Abandoned,High Value - Price Concern,High Value,Small,725.7954000000001,25
328,Converted,2021-01-25 20:14:02,230.68,1,57.67,Desktop,,0.0,2021-01-25 20:23:48,2021-01-25 20:23:48,405,94ceb061-2275-41e6-b5fe-177ef0ff226d,1822.0,43728.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,2439.253733333334,25
329,Deleted,2025-05-02 11:41:07,2863.58,3,748.52,Mobile,,0.0,2025-05-03 19:29:12,2025-05-19 06:22:10,66,2f5c8e07-adbc-4b5a-8385-763a91036aaa,263.0,6312.0,Abandoned,High Value - Price Concern,High Value,Small,445.57406666666674,25
330,Active,2021-06-05 03:24:24,337.5,1,67.5,Desktop,,0.0,2021-06-08 00:54:27,2021-06-08 00:54:27,257,9dfdf7a6-bbd6-4c06-8727-d5a4d213ba1f,1688.0,40512.0,Active,N/A - Active,Low Value,Single Item,2263.791666666667,0
331,Active,2025-10-28 00:08:32,1207.6999999999998,3,231.26333333333332,Mobile,,0.0,2025-10-28 12:48:09,2025-10-29 08:36:52,149,4f56b430-8ff8-4faa-86f5-0fd4c8705fee,85.0,2040.0,Active,N/A - Active,High Value,Small,158.56433333333337,0
332,Abandoned,2023-05-19 09:23:17,1337.63,3,295.87666666666667,,,,2023-05-19 09:47:38,2023-05-19 13:47:21,471,b2148b8c-193e-49e1-aae7-9151b0578d6b,978.0,23472.0,Abandoned,High Value - Price Concern,High Value,Small,1353.1289000000002,25
333,Abandoned,2023-03-18 15:11:04,3664.6400000000003,2,482.15,,,,2023-03-18 15:28:17,2023-03-18 20:03:34,490,de2f2a25-5c6d-4023-a56b-0e4b6d6cc846,1040.0,24960.0,Abandoned,High Value - Price Concern,High Value,Small,1502.6058666666668,25
334,Active,2015-05-21 02:03:05,1456.5900000000001,3,234.37666666666667,Mobile,,1.0,2015-05-23 08:30:16,2015-05-26 13:29:23,371,50790894-3cb2-4142-bdb0-10dde85f101e,3896.0,93504.0,Active,N/A - Active,High Value,Small,5247.364366666668,0
335,Converted,2018-06-11 09:16:51,402.47,2,82.295,Desktop,,0.0,2018-06-11 22:35:37,2018-06-12 05:44:43,204,a2c8fb2b-1d5b-4a03-9c27-4317a6a932dc,2781.0,66744.0,Abandoned,Long Time - Lost Interest,Low Value,Small,3726.074100000001,25
336,Deleted,2025-10-19 01:06:27,0.0,0,0.0,Desktop,,1.0,,,72,e93db1a2-c708-478a-823f-d4a7c1880564,,,Abandoned,Unknown,Very Low Value,Single Item,,25
337,Converted,2025-11-21 02:58:09,488.84,1,488.84,Desktop,,0.0,2025-11-21 19:05:30,2025-11-21 19:05:30,49,8ea2f0d1-57e0-4a03-bd58-be43a71619b9,61.0,1464.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,98.99853333333334,25
338,Converted,2025-01-24 20:00:23,3251.6800000000003,3,396.90000000000003,Desktop,,0.0,2025-01-25 21:26:17,2025-01-26 19:22:30,125,185a8276-219b-4d85-ad4c-0a464779b07c,361.0,8664.0,Abandoned,High Value - Price Concern,High Value,Small,587.8837333333333,25
339,Deleted,2024-09-23 03:23:00,403.72,1,403.72,Mobile,,0.0,2024-09-24 10:18:45,2024-09-24 10:18:45,191,5e38257a-a1e5-4b9c-8d9c-6bbb77b91693,484.0,11616.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,660.4449333333333,25
340,Converted,2022-08-01 10:11:16,637.88,2,318.94,Mobile,,0.0,2022-08-02 19:48:30,2022-08-03 05:20:55,452,a37f8544-c73f-48e5-9a45-30f3ed4036b4,1268.0,30432.0,Abandoned,High Value - Price Concern,Medium Value,Small,1715.8030666666666,25
341,Converted,2025-04-16 11:43:05,2546.29,3,479.22333333333336,Desktop,,0.0,2025-04-16 20:38:39,2025-04-17 22:34:46,271,a47611da-75ce-41f8-8c08-ae9c311e0c0d,280.0,6720.0,Abandoned,High Value - Price Concern,High Value,Small,458.72203333333334,25
342,Active,2025-06-13 04:18:24,2228.9700000000003,2,643.695,Desktop,,0.0,2025-06-16 00:38:43,2025-06-18 06:30:00,138,d233de76-1157-4af8-bef4-3d81b2a0f414,219.0,5256.0,Active,N/A - Active,High Value,Small,364.8691,0
343,Active,2025-06-10 12:37:17,897.24,1,299.08,Mobile,,0.0,2025-06-11 23:18:12,2025-06-11 23:18:12,495,1d41d486-e816-4888-8ec4-13297f70e5ac,224.0,5376.0,Active,N/A - Active,Medium Value,Single Item,328.58386666666667,0
344,Converted,2021-05-08 13:27:29,3094.8199999999997,3,515.8033333333333,Desktop,,0.0,2021-05-08 20:00:39,2021-05-09 13:20:01,247,9c163242-f43e-4b32-b689-29829ea5b2ed,1719.0,41256.0,Abandoned,High Value - Price Concern,High Value,Small,2393.8446000000004,25
345,Abandoned,2022-01-21 21:36:50,383.26,1,383.26,Mobile,,0.0,2022-01-22 00:51:57,2022-01-22 00:51:57,54,86ab81e4-6c5f-418e-9527-d6bdd045c16f,1460.0,35040.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,1961.164466666667,25
346,Deleted,2021-08-29 22:09:51,5466.400000000001,3,625.1733333333333,Smart TV,,0.0,2021-09-04 11:49:14,2021-09-18 13:04:27,63,bd260936-f37c-4999-886b-62ebc3505cbd,1600.0,38400.0,Abandoned,High Value - Price Concern,High Value,Small,2306.3253333333337,25
347,Active,2022-01-28 19:14:52,0.0,0,0.0,Mobile,,0.0,,,43,acb439af-b877-40c2-a78b-0635f0b38fe4,,,Active,N/A - Active,Very Low Value,Single Item,,0
348,Abandoned,2025-09-01 14:45:36,925.1600000000001,2,182.02,Mobile,,0.0,2025-09-01 19:54:59,2025-09-01 23:15:21,276,df442eac-d763-4247-a786-64f733ce64ca,142.0,3408.0,Abandoned,High Value - Price Concern,Medium Value,Small,223.08813333333336,25
349,Converted,2025-10-06 02:56:14,342.29,1,342.29,Wearable,,0.0,2025-10-06 22:45:35,2025-10-06 22:45:35,351,3f127a47-70a7-4391-8b16-e285d868411a,107.0,2568.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,155.93536666666668,25
350,Active,2022-09-15 12:10:33,1809.7,1,361.94,Mobile,,0.0,2022-09-16 17:00:54,2022-09-16 17:00:54,484,65ba8361-5341-41d7-bd67-f923d5d90545,1223.0,29352.0,Active,N/A - Active,High Value,Single Item,1687.957666666667,0
351,Active,2024-09-30 07:27:13,986.87,2,140.575,Mobile,,0.0,2024-10-01 01:41:50,2024-10-03 12:29:28,465,6f56174e-3ce1-468f-846e-a8b6d627434c,477.0,11448.0,Active,N/A - Active,Medium Value,Small,671.6061,0
352,Abandoned,2024-03-09 07:09:40,3115.2,3,379.2633333333333,Desktop,,0.0,2024-03-09 07:27:32,2024-03-09 08:23:32,65,c1207da6-1dc3-4a0b-8e66-2f1636c115d3,683.0,16392.0,Abandoned,High Value - Price Concern,High Value,Small,1013.1226666666666,25
353,Abandoned,2025-04-12 18:28:45,0.0,0,0.0,Mobile,,0.0,,,276,df85e31e-5268-4b06-8ed2-3c27538578c8,,,Abandoned,Mobile - Checkout Friction,Very Low Value,Single Item,,25
354,Abandoned,2025-10-08 20:52:48,390.84,2,195.42,Mobile,,0.0,2025-10-09 02:26:07,2025-10-09 02:30:34,116,92c65de7-47a4-49e0-aabe-32f4850331c4,104.0,2496.0,Abandoned,Long Time - Lost Interest,Low Value,Small,156.39186666666666,25
355,Converted,2024-09-26 10:15:45,1256.52,3,418.84,Tablet,,0.0,2024-09-26 10:42:15,2024-09-27 06:06:18,447,5c526972-952c-43d2-a32e-1121aabddccd,482.0,11568.0,Abandoned,High Value - Price Concern,High Value,Small,689.3622666666666,25
356,Abandoned,2024-03-09 07:06:36,2852.82,4,314.53749999999997,Desktop,,0.0,2024-03-09 07:07:51,2024-03-09 08:21:59,65,c1207da6-1dc3-4a0b-8e66-2f1636c115d3,683.0,16392.0,Abandoned,High Value - Price Concern,High Value,Small,1008.2512666666667,25
357,Converted,2016-10-28 16:44:18,0.0,0,0.0,,,,,,166,4d67d9ee-723f-4e59-90a6-1f0488d5536b,,,Abandoned,Unknown,Very Low Value,Single Item,,25
358,Converted,2025-10-29 15:51:32,2746.1600000000003,2,479.21,Desktop,,0.0,2025-10-29 17:45:24,2025-10-29 20:36:54,409,8980d780-33d5-48ea-a600-a46417914fbc,84.0,2016.0,Abandoned,High Value - Price Concern,High Value,Small,200.3848,25
359,Abandoned,2024-07-16 17:55:40,728.1299999999999,2,169.23499999999999,Tablet,,0.0,2024-07-16 19:57:06,2024-07-16 21:32:47,432,1e9d5188-dff1-4f22-945c-66e8cb07dedb,554.0,13296.0,Abandoned,High Value - Price Concern,Medium Value,Small,766.5105666666666,25
360,Abandoned,2024-11-04 02:52:04,2869.7200000000003,5,298.91200000000003,Wearable,,0.0,2024-11-04 03:55:47,2024-11-04 09:10:08,339,d57027bf-5128-4009-ad5c-58aaebff4d50,443.0,10632.0,Abandoned,High Value - Price Concern,High Value,Medium,691.7582666666668,25
361,Abandoned,2024-12-11 10:29:22,2176.39,6,285.63000000000005,Desktop,,0.0,2024-12-11 13:02:08,2024-12-11 16:57:48,224,6c70d2f6-1213-425e-8b7e-f382418dc3aa,406.0,9744.0,Abandoned,High Value - Price Concern,High Value,Medium,624.6250333333334,25
362,Abandoned,2020-07-16 07:06:31,3295.27,3,440.32666666666665,Mobile,,0.0,2020-07-16 07:27:02,2020-07-16 12:47:33,28,36e74996-adf0-4d70-bc67-71e9123053ce,2015.0,48360.0,Abandoned,High Value - Price Concern,High Value,Small,2794.524766666667,25
363,Converted,2024-12-12 13:30:35,1799.88,1,899.94,Desktop,,1.0,2024-12-12 18:55:34,2024-12-12 18:55:34,354,e41d968c-dca4-427b-be64-39a4c931f70e,405.0,9720.0,Abandoned,High Value - Price Concern,High Value,Single Item,596.9964000000001,25
364,Converted,2021-08-21 02:10:20,1000.1099999999999,2,166.685,Mobile,,0.0,2021-08-21 12:08:07,2021-08-23 01:22:11,223,112ce441-3234-4b30-b56d-e1e46cb3b080,1614.0,38736.0,Abandoned,High Value - Price Concern,High Value,Small,2188.0033,25
365,Active,2024-02-19 21:09:13,164.99,2,82.495,Tablet,,0.0,2024-02-20 20:14:37,2024-02-23 19:00:04,250,5ec53c58-3155-405d-9731-53c79dd3753f,701.0,16824.0,Active,N/A - Active,Low Value,Small,945.6163666666669,0
366,Converted,2018-10-15 18:20:57,808.29,2,276.655,Desktop,,0.0,2018-10-15 23:23:16,2018-10-16 02:20:41,300,781b2c52-f18c-4b15-8dcf-a3a441fd9c63,2655.0,63720.0,Abandoned,High Value - Price Concern,Medium Value,Small,3570.2486999999996,25
367,Converted,2025-02-24 16:20:03,752.59,2,181.88,Desktop,,0.0,2025-02-25 02:05:50,2025-02-25 10:55:33,199,dc2ca221-a6b7-4bd3-8495-214d5c4a5245,330.0,7920.0,Abandoned,High Value - Price Concern,Medium Value,Small,468.5777,25
368,Active,2023-02-27 08:37:44,848.78,1,424.39,Desktop,,0.0,2023-02-27 08:38:45,2023-02-27 08:38:45,169,47af4126-5c55-4af1-adcc-dcba46e33cea,1059.0,25416.0,Active,N/A - Active,Medium Value,Single Item,1440.4633999999999,0
369,Abandoned,2025-02-22 11:36:48,1204.34,4,280.9575,Desktop,,0.0,2025-02-22 12:16:30,2025-02-22 19:25:44,1,5be7d2eb-612c-4396-b486-c7f3a7bec731,333.0,7992.0,Abandoned,High Value - Price Concern,High Value,Small,492.13020000000006,25
370,Converted,2018-09-26 23:25:12,424.4,1,84.88,Desktop,,0.0,2018-09-27 10:11:04,2018-09-27 10:11:04,64,746dac62-6568-4661-90c0-2b4ae459b2a9,2673.0,64152.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,3579.732,25
371,Deleted,2022-10-08 07:36:54,767.5699999999999,4,159.7175,Desktop,,0.0,2022-10-12 14:27:08,2022-10-21 09:12:01,163,aa937371-0ed0-40a3-aba5-b517836c3a5d,1197.0,28728.0,Abandoned,High Value - Price Concern,Medium Value,Small,1631.0271,25
372,Active,2024-08-04 18:02:53,1181.4099999999999,3,161.08666666666667,Tablet,,0.0,2024-08-04 20:19:21,2024-08-05 05:23:05,260,0e242c8c-1e15-44d9-9be8-15653c625484,535.0,12840.0,Active,N/A - Active,High Value,Small,757.7756333333332,0
373,Converted,2025-12-10 19:48:45,212.59,1,212.59,Mobile,,0.0,2025-12-11 00:43:03,2025-12-11 00:43:03,74,c475471e-affa-4750-9200-88370a5bbe0d,41.0,984.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,64.04436666666668,25
374,Deleted,2018-12-28 09:54:54,287.58,2,55.989999999999995,Mobile,,0.0,2019-01-12 18:32:19,2019-01-14 04:23:40,241,56f9f64a-f131-49be-9a50-8859e2b1026f,2566.0,61584.0,Abandoned,Long Time - Lost Interest,Low Value,Small,3435.960733333334,25
375,Abandoned,2021-01-11 15:55:34,3145.86,2,786.465,Tablet,,0.0,2021-01-11 15:55:34,2021-01-11 15:55:34,309,063b987d-3ead-4574-bc90-0a120f20c1b3,1836.0,44064.0,Abandoned,High Value - Price Concern,High Value,Small,2548.3758000000003,25
376,Active,2024-12-13 23:00:25,999.96,2,499.98,,,,2024-12-16 01:56:33,2024-12-16 22:35:28,129,d2d2d314-ae05-4500-8cbc-f036ec0e5628,401.0,9624.0,Active,N/A - Active,Medium Value,Small,570.6654666666667,0
377,Converted,2017-08-16 06:27:55,2782.8500000000004,4,327.32000000000005,Mobile,,0.0,2017-08-16 12:52:21,2017-08-17 19:38:29,280,635bd699-4b3f-4d38-a549-55d5d3779065,3080.0,73920.0,Abandoned,High Value - Price Concern,High Value,Small,4202.152166666667,25
378,Abandoned,2025-12-20 17:24:30,108.56,1,54.28,Tablet,,0.0,2025-12-20 18:48:03,2025-12-20 18:48:03,162,680891b6-b2ed-4885-a5cf-4d88cc6d436b,32.0,768.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,48.92346666666667,25
379,Active,2022-08-20 08:12:01,2208.27,4,534.0875000000001,Mobile,,0.0,2022-08-21 20:08:42,2022-08-25 07:45:17,203,b6ea63ef-ab80-4471-91f3-55e6b57e73c6,1249.0,29976.0,Active,N/A - Active,High Value,Small,1743.5814333333333,0
380,Abandoned,2021-06-02 01:33:29,778.94,3,220.06000000000003,Desktop,,0.0,2021-06-02 03:48:48,2021-06-02 10:21:42,425,703a824e-b8ef-4e7a-b9c2-5d2cbcfc5465,1694.0,40656.0,Abandoned,High Value - Price Concern,Medium Value,Small,2291.0348666666673,25
381,Converted,2024-07-16 06:30:28,987.15,3,274.56333333333333,Desktop,,1.0,2024-07-16 12:41:17,2024-07-18 16:54:16,349,78525189-d192-49c6-b9e1-0308c647476a,554.0,13296.0,Abandoned,High Value - Price Concern,Medium Value,Small,777.2811666666666,25
382,Deleted,2024-12-23 19:47:29,526.8000000000001,2,263.40000000000003,Mobile,,0.0,2024-12-24 18:44:34,2025-01-05 01:55:42,219,8cd8e12d-f3c9-46e9-ad8a-898fa76e7215,393.0,9432.0,Abandoned,High Value - Price Concern,Medium Value,Small,545.804,25
383,Converted,2022-12-30 06:25:23,1134.63,2,567.315,,,,2022-12-30 10:29:51,2022-12-30 13:48:49,428,b97e9e78-bc36-4e27-a132-f972fbbcb185,1118.0,26832.0,Abandoned,High Value - Price Concern,High Value,Small,1530.7055666666668,25
384,Abandoned,2025-10-13 08:45:07,114.91,1,114.91,Desktop,,0.0,2025-10-13 11:57:40,2025-10-13 11:57:40,4,821a997c-90c6-442e-8718-253c2b32a61a,100.0,2400.0,Abandoned,Long Time - Lost Interest,Low Value,Single Item,139.78063333333336,25
385,Abandoned,2024-05-10 18:07:56,962.8,1,192.56,Tablet,,0.0,2024-05-10 19:20:41,2024-05-10 19:20:41,370,edab8083-8c9a-493f-81d0-a98e4bf1bc06,621.0,14904.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,859.8839999999999,25
386,Abandoned,2025-03-14 22:42:09,829.52,1,207.38,Desktop,,0.0,2025-03-15 00:57:28,2025-03-15 00:57:28,420,5febaa29-3629-4e52-b3f7-0aa38f848e49,312.0,7488.0,Abandoned,High Value - Price Concern,Medium Value,Single Item,443.8856,25
387,Abandoned,2022-01-01 18:12:38,852.4,2,367.235,,,,2022-01-01 22:22:16,2022-01-02 00:56:42,3,5748da89-c21d-4877-bfa6-2372e0747256,1481.0,35544.0,Abandoned,High Value - Price Concern,Medium Value,Small,2006.2386666666669,25
388,Converted,2021-12-02 07:36:09,1847.8400000000001,5,205.97599999999997,Desktop,,1.0,2021-12-03 08:37:36,2021-12-03 15:24:13,488,807004b7-0eb4-4105-b309-96bf5d332b05,1510.0,36240.0,Abandoned,High Value - Price Concern,High Value,Medium,2083.768533333334,25
389,Abandoned,2020-12-31 12:19:32,1978.95,4,332.945,Desktop,,0.0,2020-12-31 14:37:16,2020-12-31 17:30:39,338,532424fc-6c6c-4f80-a110-4a706098ba1b,1847.0,44328.0,Abandoned,High Value - Price Concern,High Value,Small,2534.035166666667,25
390,Converted,2021-11-22 14:22:42,145.84,2,36.46,Mobile,,0.0,2021-11-22 19:36:11,2021-11-24 06:43:43,60,169b334d-3025-4a09-a66a-f206e63e2c66,1521.0,36504.0,Abandoned,Long Time - Lost Interest,Low Value,Small,2038.3752000000002,25
391,Active,2023-06-21 20:44:47,267.66,1,133.83,Desktop,,0.0,2023-06-26 19:42:20,2023-06-26 19:42:20,318,2540bd83-a6d7-4789-ab24-e655a144bbb3,940.0,22560.0,Active,N/A - Active,Low Value,Single Item,1264.3631333333333,0
392,Active,2022-11-02 18:35:40,0.0,0,0.0,Tablet,,0.0,,,102,9050c03a-b930-4de3-be6b-6374273dce87,,,Active,N/A - Active,Very Low Value,Single Item,,0
393,Converted,2021-05-20 05:26:56,296.03000000000003,2,51.745000000000005,Mobile,,0.0,2021-05-21 12:15:05,2021-05-22 04:58:40,383,12b9e656-d14d-4b3d-bc33-a8118ab9d834,1706.0,40944.0,Abandoned,Long Time - Lost Interest,Low Value,Small,2289.547566666667,25
394,Active,2025-03-10 22:27:02,234.15,1,234.15,Mobile,,0.0,2025-03-11 17:02:30,2025-03-11 17:02:30,315,ab797763-1cea-42db-b3ee-a4ee9f457570,316.0,7584.0,Active,N/A - Active,Low Value,Single Item,431.3578333333334,0
395,Deleted,2022-04-22 14:02:41,1946.92,4,263.0825,Smart TV,,0.0,2022-04-24 07:06:31,2022-05-01 01:14:24,427,9bea4677-baa5-4cd9-a91c-6c6666fab8c8,1368.0,32832.0,Abandoned,High Value - Price Concern,High Value,Small,1894.4076000000002,25
396,Abandoned,2021-04-22 02:28:30,0.0,0,0.0,Smart TV,,0.0,,,89,5ebce1e4-9ebb-4f22-ba13-f4bdc3b57e5f,,,Abandoned,Unknown,Very Low Value,Single Item,,25
397,Converted,2022-02-18 00:48:17,1981.4499999999998,4,258.065,Desktop,,0.0,2022-02-18 02:56:05,2022-02-18 22:09:31,257,4b078022-1255-41cd-9eda-6b4c07138668,1433.0,34392.0,Abandoned,High Value - Price Concern,High Value,Small,1982.1101666666668,25
398,Converted,2025-11-17 07:48:55,1634.33,3,544.7766666666666,Desktop,,0.0,2025-11-17 10:56:58,2025-11-19 01:47:30,128,bf929552-79e9-426c-b234-e35f5f87f452,65.0,1560.0,Abandoned,High Value - Price Concern,High Value,Small,144.69656666666666,25
399,Converted,2025-12-05 07:38:34,2837.79,2,837.925,Wearable,,0.0,2025-12-06 04:56:04,2025-12-06 05:00:44,82,0bb40cec-39a1-46f0-9dd6-472483852df1,46.0,1104.0,Abandoned,High Value - Price Concern,High Value,Small,152.46703333333335,25
400,Converted,2025-12-16 10:47:53,2440.85,4,370.2325,Tablet,,0.0,2025-12-17 06:16:44,2025-12-17 14:10:22,79,f408ee5a-d3b3-4822-a0b6-b92e90cba4c8,35.0,840.0,Abandoned,High Value - Price Concern,High Value,Small,131.89216666666667,25
401,Deleted,2025-06-07 13:15:03,748.6999999999999,2,309.79999999999995,Mobile,,0.0,2025-06-09 02:37:16,2025-06-13 21:09:17,376,0bcf92c1-3c1d-49ac-bc3a-15872603d3e3,226.0,5424.0,Abandoned,High Value - Price Concern,Medium Value,Small,329.7943333333334,25
402,Abandoned,2025-05-31 19:59:51,1197.77,3,323.87333333333333,,,,2025-05-31 20:10:56,2025-05-31 22:05:22,260,dc49fd5f-4963-4930-a2e6-545794a979db,235.0,5640.0,Abandoned,High Value - Price Concern,High Value,Small,358.26643333333334,25
403,Active,2024-10-28 17:08:48,981.0699999999999,3,77.04333333333334,Mobile,,0.0,2024-10-29 10:33:46,2024-10-31 10:53:12,185,01adb77a-50ad-43fd-9462-0380ab057d7b,449.0,10776.0,Active,N/A - Active,Medium Value,Small,637.0987666666667,0
